ID,lat,lon,
564,36.7892015,3.2891628,
565,36.7928724,3.2877126,
566,36.7917842,3.2876823,
567,36.7917225,3.289333,
568,36.7916853,3.2901688,
569,36.7916814,3.2909465,
570,36.7928639,3.2910478,
571,36.7940918,3.2911065,
572,36.7942122,3.2878376,
573,36.7930898,3.2880956,
574,36.7931384,3.2879377,
575,36.7931624,3.2876355,
576,36.7931691,3.2871162,
577,36.792906,3.2881811,
578,36.7930388,3.2881941,
579,36.7931587,3.2877713,
580,36.7767019,3.2740656,
581,36.7773035,3.2677737,
582,36.7782038,3.2548144,
583,36.7780209,3.2577745,
584,36.7778876,3.2617718,
585,36.7779961,3.2605828,
586,36.7774268,3.2659829,
587,36.7780947,3.2566538,
588,36.7779928,3.2568439,
589,36.7779447,3.2568897,
590,36.7778763,3.2569113,
591,36.7778391,3.256907,
592,36.7777858,3.2569019,
593,36.7779225,3.256939,
594,36.7779509,3.2569636,
595,36.7779788,3.2570173,
596,36.7777004,3.2568958,
597,36.7777028,3.256805,
598,36.7776412,3.2568019,
599,36.7776189,3.2572964,
600,36.7776819,3.2572995,
601,36.7913958,3.2787454,
602,36.7912494,3.2843985,
603,36.7902351,3.2865768,
604,36.7926011,3.2845167,
605,36.7917994,3.2844852,
606,36.7905844,3.2842205,
607,36.7903995,3.285468,
608,36.7911908,3.2855229,
609,36.7947308,3.2846861,
610,36.7925727,3.2856211,
611,36.7900877,3.2875713,
612,36.7911036,3.2876351,
613,36.7940716,3.2857319,
614,36.7904367,3.2892544,
615,36.7903845,3.2906087,
616,36.7899668,3.2883877,
617,36.7904802,3.288424,
618,36.7910807,3.2884669,
619,36.7905176,3.2875995,
620,36.7889474,3.2944747,
621,36.788886,3.2956575,
622,36.7887708,3.2982512,
623,36.7886411,3.3017306,
624,36.792447,3.2975124,
625,36.7914097,3.2974649,
626,36.7888245,3.2972808,
627,36.788863,3.2963474,
628,36.7891534,3.2963725,
629,36.7925595,3.2965873,
630,36.79202,3.3008051,
631,36.7912939,3.3007616,
632,36.7914215,3.2965205,
633,36.788672,3.3001513,
634,36.7898103,3.300253,
635,36.7913117,3.3003065,
636,36.7887317,3.2992018,
637,36.7905456,3.2993162,
638,36.7913455,3.2993513,
639,36.7898996,3.2983475,
640,36.7913841,3.2984246,
641,36.7898524,3.2964205,
642,36.7898062,3.2973665,
643,36.789777,3.298338,
644,36.7897328,3.2992773,
645,36.7896885,3.3002198,
646,36.7915521,3.3043942,
647,36.7905821,3.3041997,
648,36.7904936,3.3041997,
649,36.7904115,3.3042077,
650,36.7894391,3.3052397,
651,36.7893016,3.3053942,
652,36.7892627,3.3055781,
653,36.7930913,3.3040659,
654,36.791844,3.3021143,
655,36.792421,3.3022269,
656,36.7922156,3.3038904,
657,36.7925898,3.3042364,
658,36.79261,3.3039674,
659,36.7926806,3.3034119,
660,36.7922921,3.3033315,
661,36.791702,3.3032252,
662,36.7923591,3.3027738,
663,36.7927109,3.3028708,
664,36.7917699,3.3026775,
665,36.7913342,3.2945861,
666,36.7913247,3.2950097,
667,36.791355,3.2939263,
668,36.7913395,3.2931048,
669,36.7912825,3.2929376,
670,36.7911907,3.2926509,
671,36.791018,3.29239,
672,36.790862,3.2921714,
673,36.7907052,3.2919466,
674,36.7905753,3.2918259,
675,36.7890842,3.2917715,
676,36.7927795,3.2930358,
677,36.7909616,3.2928987,
678,36.7890327,3.2928031,
679,36.7921129,3.2930004,
680,36.7921316,3.2944426,
681,36.7920968,3.2954798,
682,36.7920124,3.2965541,
683,36.7905427,3.2928688,
684,36.7905026,3.2945483,
685,36.7904921,3.2949861,
686,36.7904252,3.2852944,
687,36.7880144,3.2847373,
688,36.7867124,3.284461,
689,36.7906266,3.2839355,
690,36.7889227,3.2835474,
691,36.7875843,3.2832557,
692,36.7869057,3.2831191,
693,36.7947729,3.2847519,
694,36.7948347,3.2847948,
695,36.7950137,3.2848073,
696,36.7950119,3.2845875,
697,36.7949514,3.2843691,
698,36.7657036,3.246263,
699,36.8010258,3.2654704,
700,36.785422,3.3238971,
701,36.7853816,3.3245055,
702,36.7854458,3.3241903,
823,36.7405678,3.3151266,
703,36.7654047,3.3283344,
704,36.7654225,3.3282754,
705,36.7637381,3.3318966,
706,36.7635604,3.3321045,
707,36.7632663,3.3323599,
708,36.7599664,3.3334832,
709,36.7599322,3.3333877,
710,36.7596747,3.3335985,
711,36.7597408,3.3335643,
712,36.759645,3.3336206,
713,36.7597061,3.3335808,
714,36.7599093,3.3335045,
715,36.7600327,3.3334625,
716,36.7600792,3.3334506,
717,36.7614629,3.3331136,
718,36.7615747,3.3330898,
719,36.7616809,3.3330619,
720,36.7618173,3.3330187,
721,36.7630498,3.3325927,
722,36.7631713,3.3325363,
723,36.7632891,3.3324688,
724,36.7634026,3.3323905,
725,36.7635111,3.332302,
726,36.7637012,3.3321075,
727,36.763783,3.3320043,
728,36.7638591,3.3318946,
729,36.7639292,3.3317787,
730,36.7639929,3.3316573,
731,36.7629253,3.3326377,
732,36.763614,3.3322036,
733,36.764054,3.3315351,
734,36.7642446,3.3311192,
735,36.7673308,3.3140767,
736,36.7653829,3.3283978,
737,36.764902,3.3295756,
738,36.7639019,3.3316475,
739,36.7636476,3.3320012,
740,36.7616607,3.3329625,
741,36.7615557,3.3329884,
742,36.7599847,3.3333691,
743,36.7596479,3.3335144,
744,36.7596156,3.3335267,
745,36.7595732,3.3335389,
746,36.7670485,3.3237401,
747,36.766915,3.272157,
748,36.766192,3.3232611,
749,36.761631,3.3234857,
750,36.7613633,3.3235006,
751,36.7593496,3.3235823,
752,36.8001097,3.2578101,
753,36.7988039,3.2576336,
754,36.7996254,3.2577581,
755,36.7770902,3.2697257,
756,36.7769196,3.2698149,
757,36.7767799,3.2698524,
758,36.7767198,3.2698765,
759,36.7766854,3.2699141,
760,36.7766188,3.270008,
761,36.7765307,3.2701099,
762,36.7768515,3.2729615,
763,36.7767024,3.2731925,
764,36.7766458,3.2732732,
765,36.7765988,3.2733631,
766,36.7765625,3.2734603,
767,36.776519,3.2736005,
768,36.7764926,3.2736681,
769,36.7767639,3.2731002,
770,36.7765423,3.2735312,
771,36.7671368,3.2715462,
772,36.7674406,3.2712281,
773,36.7754208,3.2893833,
774,36.776223,3.2887904,
775,36.7762377,3.2887045,
776,36.776233,3.2887482,
777,36.7674685,3.2711812,
778,36.7760537,3.2891517,
779,36.7760208,3.28918,
780,36.7760654,3.2891325,
781,36.7718716,3.3123335,
782,36.7679745,3.2700775,
783,36.7717719,3.3123332,
784,36.7716503,3.31238,
785,36.7713753,3.3124916,
786,36.7707934,3.3129125,
787,36.767938,3.2701834,
788,36.7705639,3.312986,
789,36.7702571,3.3130756,
790,36.7700027,3.3131614,
791,36.769916,3.3131588,
792,36.7679085,3.2702304,
793,36.7698125,3.3130875,
794,36.7695914,3.3131416,
795,36.7694711,3.3133283,
796,36.7693189,3.313739,
797,36.7691565,3.314221,
798,36.7690443,3.3143918,
799,36.7689468,3.3144329,
800,36.768817,3.3144305,
801,36.7683586,3.3143401,
803,36.7677867,3.3142153,
3144,36.7754236,3.2896141,
804,36.7756539,3.2893935,
805,36.7673946,3.3140942,
806,36.7671516,3.3140698,
807,36.7637761,3.314309,
808,36.7620606,3.3140826,
809,36.7626303,3.3144244,
810,36.7621812,3.3141278,
811,36.7618479,3.3140862,
812,36.7624901,3.3143648,
813,36.760711,3.3142538,
814,36.7592452,3.3144164,
815,36.7498166,3.3145277,
816,36.7475143,3.3145343,
817,36.7475762,3.3088008,
818,36.74759,3.3081228,
819,36.7688496,3.2655241,
820,36.791018,3.2452274,
821,36.7915413,3.2452811,
822,36.7910397,3.2499881,
824,36.7910634,3.2496142,
825,36.7970195,3.2522958,
826,36.7970099,3.2526411,
827,36.7969374,3.2539205,
828,36.7969674,3.2532808,
829,36.796881,3.2546125,
830,36.7806933,3.2488164,
831,36.7825155,3.2457099,
832,36.778445,3.2546869,
833,36.7779476,3.2574515,
834,36.7780412,3.2574848,
835,36.7781069,3.2564667,
836,36.7780247,3.2564497,
837,36.7797744,3.2536509,
838,36.7797351,3.2536567,
839,36.7824936,3.2536496,
840,36.7829381,3.2547587,
3093,36.7749601,3.30459,
841,36.7741424,3.3042748,
842,36.7738867,3.3041702,
843,36.7736785,3.3040973,
844,36.7733966,3.304063,
845,36.7724556,3.3040017,
846,36.7716211,3.3039621,
3129,36.7714724,3.303895,
847,36.771258,3.3037215,
848,36.7707649,3.3032354,
849,36.7700039,3.302463,
851,36.7716119,3.3135469,
852,36.7732557,3.3075962,
853,36.7716821,3.3130376,
850,36.7674004,3.3000908,
854,36.76659,3.3000633,
3055,36.7589513,3.2455739,
857,36.771946,3.3262159,
858,36.7719391,3.3256752,
859,36.7719129,3.3243774,
860,36.7718476,3.3238807,
861,36.7716985,3.3230031,
862,36.7715915,3.3224371,
863,36.7715257,3.3221152,
864,36.7713925,3.3214635,
865,36.7712859,3.3211711,
866,36.7711983,3.3209383,
867,36.7711497,3.3207516,
868,36.7711493,3.3204496,
869,36.7711682,3.3200741,
870,36.771234,3.318807,
871,36.7713599,3.3176483,
872,36.7713996,3.3171545,
873,36.7714503,3.3163042,
874,36.7715395,3.3154518,
875,36.7716177,3.3146297,
876,36.7716763,3.3138404,
877,36.759795,3.2476475,
878,36.7831449,3.3441631,
879,36.7833649,3.3432704,
880,36.7834474,3.3427211,
881,36.7834851,3.3424549,
882,36.7834507,3.3422135,
883,36.7832788,3.3410869,
884,36.7832702,3.3405129,
885,36.7835385,3.338174,
886,36.7835968,3.3366184,
887,36.7831199,3.3353846,
888,36.7832702,3.3352129,
889,36.7831886,3.3350359,
890,36.7830339,3.3345263,
891,36.7828234,3.3334856,
892,36.7827805,3.3331154,
893,36.7828395,3.332659,
894,36.7829585,3.3314037,
895,36.7832433,3.3283868,
896,36.7833873,3.3268402,
897,36.7836107,3.3246033,
898,36.7837168,3.3234507,
899,36.7837298,3.323092,
900,36.7840753,3.2454214,
901,36.7678077,3.2493312,
902,36.7847217,3.3191535,
903,36.7847488,3.3188853,
904,36.7847763,3.3184261,
905,36.7971907,3.2803816,
906,36.7970367,3.2803931,
907,36.7970187,3.2806491,
908,36.7971062,3.2807037,
909,36.7971687,3.2806939,
910,36.7972582,3.2805549,
911,36.7848222,3.3162482,
1408,36.7963141,3.2642104,
913,36.7849369,3.3099061,
914,36.7850293,3.3054287,
915,36.7721925,3.3112695,
912,36.784851,3.3144103,
916,36.771756,3.3111347,
917,36.7848371,3.3165008,
918,36.7711827,3.3126309,
919,36.7707,3.3155228,
920,36.7711684,3.3124705,
922,36.7698055,3.3022946,
923,36.7947297,3.2798292,
924,36.7951238,3.2786281,
925,36.795388,3.2780919,
926,36.7955529,3.2778834,
927,36.7957532,3.2779441,
928,36.7960423,3.2770619,
929,36.7961436,3.2770194,
930,36.7965202,3.2771896,
931,36.7955721,3.2778872,
932,36.7955355,3.2778939,
933,36.7957738,3.2779209,
934,36.7957237,3.2779479,
935,36.7960883,3.277014,
936,36.7961157,3.2770126,
1413,36.7962539,3.2626762,
938,36.7953727,3.2781213,
939,36.7954047,3.2780678,
940,36.7964773,3.2770395,
