ID,lat,lon
245,36.7800026,3.0613987
246,36.7817028,3.0620779
247,36.7820105,3.0621753
248,36.7826113,3.0623752
249,36.7823073,3.0622796
250,36.7829657,3.0624875
251,36.7834394,3.0626559
252,36.7838935,3.062806
253,36.7855249,3.0629903
254,36.7851676,3.0627032
255,36.7851095,3.0627046
256,36.7889437,3.0626801
257,36.7866639,3.0632091
258,36.7855236,3.0633701
259,36.7855805,3.0633593
260,36.7856241,3.0631143
261,36.7874956,3.0630202
262,36.7915543,3.0584232
263,36.7900243,3.0617029
264,36.793535,3.0535158
265,36.7926533,3.0555984
266,36.7921756,3.0570893
267,36.7916561,3.0582204
268,36.7932022,3.0541983
269,36.7892357,3.0626041
270,36.7863037,3.0632744
271,36.7853265,3.0627993
272,36.7832633,3.0630763
273,36.7783004,3.0605568
274,36.7778015,3.0604196
275,36.7771919,3.0601901
276,36.780543,3.0623284
277,36.7464841,3.0871351
278,36.7468172,3.087779
279,36.7469686,3.0873365
280,36.7470058,3.0874547
281,36.7466571,3.0872607
282,36.7468306,3.0876257
283,36.7468472,3.0873465
284,36.7471282,3.0875706
285,36.7469522,3.0877038
286,36.7462685,3.0868991
287,36.7469448,3.0878353
288,36.7472001,3.0877624
289,36.7467706,3.087527
290,36.7466595,3.0873613
291,36.7471484,3.0867931
292,36.747085,3.0873291
293,36.7472088,3.086931
294,36.7472939,3.0865316
295,36.7473091,3.0860974
296,36.7424055,3.0827102
297,36.7420024,3.0822873
298,36.7385897,3.0654376
299,36.7383033,3.0662127
300,36.7382579,3.066471
301,36.7386223,3.0676679
302,36.738679,3.0678972
303,36.7386806,3.0682657
304,36.7386351,3.0685167
305,36.7385217,3.0704491
306,36.7385217,3.0709092
307,36.7384765,3.0713761
308,36.741167,3.0808967
309,36.7413364,3.0814705
310,36.7414507,3.081668
311,36.7415325,3.0817729
312,36.739597,3.0592426
313,36.7394874,3.059704
314,36.7395111,3.0600205
315,36.738311,3.0640198
316,36.7385244,3.0646563
317,36.7385976,3.0649645
318,36.7386124,3.0651828
319,36.7382522,3.0667011
320,36.7382863,3.0668887
321,36.7383857,3.0671591
322,36.7385247,3.06743
323,36.7384961,3.068998
324,36.7384479,3.0692706
325,36.7384082,3.0729902
326,36.7399866,3.0764191
327,36.7405943,3.0785257
328,36.7408424,3.0795054
329,36.740329,3.0574434
330,36.7403546,3.0571803
331,36.7398989,3.0553646
332,36.7398136,3.0550592
333,36.7396132,3.0520148
334,36.7394965,3.050419
335,36.7400812,3.0582157
336,36.7402032,3.0579552
337,36.7397491,3.0542808
338,36.7334452,3.0495656
339,36.734527,3.0489765
340,36.7349373,3.0487954
341,36.7354743,3.0483689
342,36.7366998,3.0481198
343,36.7375855,3.0488986
344,36.7384875,3.0497593
345,36.7339136,3.0492178
346,36.7368774,3.0482626
347,36.733039,3.049784
348,36.7331631,3.0497486
349,36.733309,3.0496637
350,36.7358656,3.0480784
351,36.7347143,3.0489228
352,36.7367938,3.048188
353,36.7388443,3.0498987
354,36.7394681,3.0499047
355,36.7397496,3.0589047
356,36.7402863,3.0576937
357,36.7403481,3.0569199
358,36.7395025,3.049733
359,36.7382251,3.0495408
360,36.7323651,3.0531043
361,36.7320049,3.0501851
362,36.732726,3.0497082
363,36.7330088,3.0496883
364,36.7315085,3.0491762
365,36.7324366,3.0496553
366,36.7323469,3.0535439
367,36.7048909,3.0478035
368,36.7539534,3.0435828
369,36.753985,3.0439831
370,36.753915,3.0444722
371,36.7534961,3.0456752
372,36.7530306,3.0468415
373,36.7521582,3.0484486
374,36.7525317,3.0486143
375,36.7526318,3.0483579
376,36.7527171,3.0481842
377,36.752803,3.0481114
378,36.7533157,3.0479409
379,36.7536939,3.0427738
380,36.7526541,3.047741
381,36.7525677,3.0479044
382,36.7524495,3.048091
383,36.7523377,3.0482388
384,36.7522546,3.0483401
385,36.7545324,3.0474693
386,36.7547524,3.0474608
387,36.7550251,3.0474065
388,36.7551357,3.0473727
389,36.7556567,3.0472025
390,36.7566265,3.0469307
391,36.7553927,3.0472715
392,36.7561254,3.0471653
393,36.7564953,3.0470392
394,36.7563972,3.047095
395,36.7534363,3.0479048
396,36.7537479,3.0476875
397,36.7539109,3.0475937
398,36.7541505,3.0475267
399,36.7542766,3.0475081
400,36.7524074,3.048775
401,36.7523314,3.0488585
402,36.7522348,3.0488923
403,36.7521486,3.048864
404,36.7521104,3.0487893
405,36.752152,3.0490693
406,36.7520562,3.0490001
407,36.7521335,3.0489947
408,36.7521511,3.0489359
409,36.7521088,3.0488713
410,36.7520547,3.0488853
411,36.7520349,3.0489253
412,36.752318,3.0489628
413,36.757678,3.0456195
414,36.7579396,3.045502
415,36.7529037,3.0480576
416,36.7536105,3.0478024
417,36.7605766,3.0541457
418,36.7614823,3.0590618
419,36.761551,3.0584663
420,36.7606307,3.0596455
421,36.7610493,3.0594386
422,36.7615362,3.0580675
423,36.7616118,3.0577667
424,36.761761,3.0570434
425,36.7616426,3.0566845
426,36.7614806,3.0566844
427,36.7614082,3.0567439
428,36.7613445,3.056951
429,36.7613793,3.0592182
430,36.7615321,3.0588847
431,36.7616946,3.0575571
432,36.7618283,3.057048
433,36.7616877,3.0571568
434,36.7613934,3.0571081
435,36.7614634,3.0571781
436,36.7617175,3.0571248
437,36.7617601,3.0568264
438,36.7617455,3.0564473
439,36.7616853,3.056218
440,36.7616167,3.0571984
441,36.7592352,3.0557228
442,36.7611003,3.056508
443,36.7583534,3.0560114
444,36.7585733,3.0557668
445,36.7580341,3.0438409
446,36.7583235,3.0452645
447,36.7581899,3.0433796
448,36.7587138,3.0424275
449,36.7594136,3.0421203
450,36.7606978,3.0425011
451,36.7614212,3.0426443
452,36.7616314,3.0425769
453,36.7619736,3.042244
454,36.7620848,3.0420658
455,36.7621902,3.0416802
456,36.7622186,3.0414961
457,36.7621414,3.0409216
458,36.7631879,3.0400794
459,36.7646742,3.0388419
460,36.7647902,3.0388665
461,36.7653088,3.0396378
462,36.7657007,3.0402815
463,36.7658589,3.0404398
464,36.766156,3.0406391
465,36.7666087,3.0406183
466,36.7668327,3.0402846
467,36.7662783,3.0395176
468,36.7659687,3.0391986
469,36.7657076,3.0388825
470,36.765632,3.0386937
471,36.7656123,3.0383631
472,36.7658033,3.0378646
473,36.7688447,3.0307357
474,36.758935,3.0422359
475,36.7595277,3.0421121
476,36.7599739,3.0422357
477,36.760964,3.0425886
478,36.7617906,3.042465
479,36.7621642,3.0418296
480,36.7622017,3.0412714
481,36.7621617,3.0410568
482,36.7621408,3.0407924
483,36.7622829,3.0404975
484,36.7627716,3.04031
485,36.7628812,3.0402855
486,36.7644625,3.0389361
487,36.7649203,3.038961
488,36.7655632,3.0400584
489,36.7660033,3.0405514
490,36.7663609,3.040686
491,36.7665079,3.0406662
492,36.7667359,3.0404982
493,36.7667874,3.040038
494,36.7665889,3.0398131
495,36.7658097,3.0390243
496,36.7656045,3.0385392
497,36.7667864,3.0355702
498,36.755556,3.0593998
499,36.7541097,3.0611448
500,36.7517085,3.0628394
501,36.7515242,3.0629883
502,36.7507961,3.064697
503,36.7504746,3.0653019
504,36.7500838,3.0660068
505,36.7495165,3.0671059
506,36.748432,3.0694046
507,36.7478185,3.0707255
508,36.7474725,3.0714108
509,36.7469452,3.072213
510,36.7462515,3.0734023
511,36.743948,3.0787425
512,36.743558,3.0796062
513,36.7428613,3.0812297
514,36.7424647,3.0820119
515,36.7421764,3.0824664
516,36.7583016,3.0624851
517,36.7608424,3.0563954
518,36.7589692,3.0556711
519,36.7557169,3.0592048
520,36.7571885,3.0574301
521,36.7575861,3.0569533
522,36.7595894,3.0558318
523,36.757922,3.0565013
524,36.7403461,3.0776394
525,36.7393954,3.074635
526,36.7393585,3.0747617
527,36.7393007,3.0745469
528,36.7384082,3.0725089
529,36.7393475,3.0745602
530,36.7392474,3.07457
531,36.7393037,3.0747834
532,36.7393673,3.0745775
533,36.7392362,3.0747482
534,36.7505236,3.0380744
535,36.7505153,3.0377648
536,36.7504356,3.0373829
537,36.7503618,3.0371847
538,36.750153,3.0369292
539,36.7496412,3.036465
540,36.7492568,3.0359582
541,36.7486078,3.034374
542,36.7484654,3.0337905
543,36.7473767,3.0310479
544,36.7472216,3.0306717
545,36.7470848,3.0304185
546,36.7469442,3.0302073
547,36.7464756,3.0297871
548,36.7457481,3.0293713
549,36.7454257,3.0291428
550,36.7444715,3.0282639
551,36.744786,3.0285737
552,36.7504739,3.038329
553,36.7502794,3.0370477
554,36.7488124,3.0352818
555,36.7487486,3.0350942
556,36.7485595,3.0341213
557,36.7461911,3.0296118
558,36.745603,3.029284
559,36.7498023,3.0366364
560,36.7494806,3.0362538
561,36.7490488,3.0356668
562,36.7483069,3.0333868
563,36.7467506,3.0300135
564,36.7505327,3.0379345
565,36.7486946,3.0348423
566,36.7483935,3.0335977
567,36.7440149,3.0273943
568,36.7439895,3.0269666
569,36.7440304,3.0265973
570,36.7441652,3.0256881
571,36.7442214,3.0251762
572,36.7442175,3.0249437
573,36.7441109,3.0251804
574,36.7443785,3.0281602
575,36.7440734,3.0262887
576,36.7440676,3.0255057
577,36.7438653,3.0272028
578,36.7440544,3.0275733
579,36.7440515,3.0264472
580,36.7439478,3.0262357
581,36.7439421,3.0275334
582,36.7441788,3.0255727
583,36.7439005,3.0265886
584,36.7530502,3.0418369
585,36.753394,3.0422095
586,36.7518957,3.0407654
587,36.7509844,3.0400416
588,36.7511464,3.0402532
589,36.7517278,3.0409488
590,36.752717,3.0415871
591,36.7517856,3.0410102
592,36.7528187,3.0416604
593,36.7508813,3.0398614
594,36.7504004,3.0388659
595,36.7503894,3.0386606
596,36.7505107,3.0391824
597,36.7504491,3.0390264
598,36.750137,3.0402153
599,36.7502644,3.040312
600,36.7504336,3.0403473
601,36.7505858,3.0403421
602,36.750752,3.0402738
603,36.7509336,3.0401818
604,36.7509638,3.040136
605,36.7502898,3.0390343
606,36.7695292,3.0309602
607,36.769628,3.0292864
608,36.7686656,3.0199072
609,36.7686727,3.0204472
610,36.7686914,3.0240226
611,36.7688826,3.0245173
612,36.7688487,3.0209659
613,36.7688307,3.0198958
614,36.7693262,3.0309227
615,36.7685416,3.0304488
616,36.768869,3.0306842
617,36.7674369,3.0268895
618,36.7671669,3.02747
619,36.7685007,3.0247956
620,36.7684096,3.0252107
621,36.768334,3.0297203
622,36.7680347,3.0292159
623,36.7673146,3.0271206
624,36.7670773,3.0280131
625,36.7676821,3.0287559
626,36.7684911,3.030269
627,36.7679711,3.0291155
628,36.7671426,3.0281404
629,36.767347,3.0283426
630,36.7688111,3.0192964
631,36.768826,3.0144543
632,36.7688346,3.0142494
633,36.768784,3.0135134
634,36.7686551,3.0128876
635,36.7688395,3.0140276
636,36.7685647,3.0126351
637,36.7687445,3.0135931
638,36.7687642,3.0138288
639,36.7686845,3.0186447
640,36.768683,3.0191608
641,36.7686891,3.0192861
642,36.7685046,3.010288
643,36.7685506,3.0102676
644,36.7686364,3.0101268
645,36.7686158,3.0099554
646,36.7685041,3.0096363
647,36.7684114,3.0098675
648,36.7685231,3.009877
649,36.7683225,3.0107447
650,36.7687447,3.0132891
651,36.7682571,3.0110944
652,36.7682237,3.0113178
653,36.7682287,3.0116767
654,36.768278,3.0119063
655,36.7684212,3.0123777
656,36.7685285,3.0126935
657,36.7686137,3.0129584
658,36.7686877,3.0132743
659,36.7664018,3.0094193
660,36.766464,3.0095531
661,36.7665384,3.0096148
662,36.7666523,3.0096588
663,36.7667531,3.0096197
664,36.7667888,3.0095806
665,36.7667359,3.0093219
666,36.7666739,3.0092774
667,36.7665963,3.0092414
668,36.7665262,3.0092342
669,36.7669657,3.0096998
670,36.768299,3.0102174
671,36.7680664,3.0098608
672,36.7672633,3.0096217
673,36.7682469,3.0098916
674,36.7668014,3.0094105
675,36.7678389,3.0099896
676,36.7680625,3.0102485
677,36.7667617,3.0097576
678,36.7682398,3.010308
679,36.7682742,3.0107711
680,36.7682139,3.0114765
681,36.7683372,3.0103972
682,36.7683274,3.011498
683,36.768378,3.011059
684,36.768167,3.0113455
685,36.7683299,3.0120742
686,36.7685005,3.0104695
687,36.7688208,3.0196506
688,36.768764,3.0194283
689,36.7686319,3.0194575
690,36.7686562,3.0197044
691,36.7686631,3.019431
692,36.7685953,3.0195386
693,36.7687287,3.0197229
694,36.7588983,3.0126706
695,36.7573895,3.0098708
696,36.7554957,3.0076773
697,36.7549879,3.0066352
698,36.7541671,3.0050792
699,36.7564106,3.0084278
700,36.7543581,3.0053492
701,36.758754,3.012389
702,36.7576977,3.0103944
703,36.7594656,3.0134104
704,36.753799,3.0047039
705,36.7544667,3.0055261
706,36.7520124,3.0057122
707,36.75246,3.0047712
708,36.7526787,3.0044956
709,36.7527367,3.0044
710,36.7527223,3.0042854
711,36.7526485,3.0042178
712,36.7525988,3.0042155
713,36.7525525,3.0042384
714,36.7525133,3.0044367
715,36.7535542,3.004655
716,36.7521913,3.0043328
717,36.7527397,3.0043512
718,36.752604,3.0038545
719,36.7529717,3.0043728
720,36.7541148,3.019045
721,36.753346,3.0421417
722,36.765277,3.0174373
723,36.7510893,3.0400974
724,36.7511837,3.0401701
725,36.7522323,3.0412792
726,36.7538192,3.0479496
727,36.7541957,3.0475761
728,36.7539964,3.0477359
729,36.7540356,3.0477027
730,36.7883819,3.0461145
731,36.7887478,3.0464416
732,36.7892498,3.046859
733,36.7901201,3.0476214
734,36.7926383,3.0486702
735,36.7927845,3.0490854
736,36.7930045,3.049463
737,36.7931557,3.0506646
738,36.7937056,3.0514543
739,36.7932439,3.050638
740,36.7932026,3.0504149
741,36.7931339,3.0498484
742,36.7930858,3.0494793
743,36.7929758,3.0492733
744,36.7928177,3.0489901
745,36.7930732,3.049978
746,36.7943241,3.0522353
747,36.7940687,3.0517882
748,36.7932851,3.0507754
749,36.7927352,3.0488528
750,36.793852,3.0531288
751,36.7944267,3.0531404
752,36.7950391,3.0534041
753,36.7954027,3.0535438
754,36.7955735,3.0535372
755,36.7958762,3.0533022
756,36.7963403,3.0527607
757,36.7966946,3.0522469
758,36.7940465,3.0530546
759,36.7943132,3.0531035
760,36.7940212,3.0528657
761,36.7955608,3.0513465
762,36.795011,3.0516726
763,36.7944823,3.0522618
764,36.7943917,3.0521658
765,36.7933607,3.0508784
766,36.7944055,3.0523623
767,36.7926952,3.0489137
768,36.7932175,3.0508277
769,36.7879298,3.0452312
770,36.7880137,3.0453703
771,36.7880798,3.0456088
772,36.788193,3.0458436
773,36.7910483,3.0482784
774,36.7913317,3.0483364
775,36.7919787,3.048507
776,36.7707528,3.0606348
777,36.7702046,3.059983
778,36.7703955,3.0602542
779,36.6423518,2.7738983
780,36.644346,2.776116
781,36.6445391,2.7762441
782,36.6458522,2.7769249
783,36.6589641,2.7807646
784,36.6610724,2.7821308
785,36.6403655,2.771077
786,36.6408613,2.772108
787,36.6574238,2.7798185
788,36.6626961,2.7833198
789,36.6637689,2.7837737
790,36.6661542,2.7847221
791,36.5749569,2.6851704
792,36.5784386,2.6921377
793,36.5786616,2.6928826
794,36.5807856,2.6999582
795,36.5868955,2.7116789
796,36.6080397,2.7451746
797,36.6084346,2.7459433
798,36.6086008,2.7464158
799,36.60868,2.746933
800,36.6087108,2.7474912
801,36.6086981,2.7479603
802,36.6097149,2.7540297
803,36.6125328,2.7612653
804,36.6129048,2.7623296
805,36.6133044,2.7635398
806,36.6135248,2.7645354
807,36.6146271,2.77105
808,36.6151507,2.7724576
809,36.6188898,2.7792908
810,36.619161,2.7796867
811,36.6194401,2.7799597
812,36.6198211,2.7802135
813,36.6203912,2.7804323
814,36.6207444,2.7805632
815,36.6216396,2.7814489
816,36.6218489,2.7817418
817,36.6223975,2.7826902
818,36.6239595,2.7861781
819,36.6242324,2.7867141
820,36.6247219,2.7873766
821,36.6248984,2.7876839
822,36.6254819,2.7884343
823,36.6261659,2.7893491
824,36.6270132,2.7905078
825,36.5721801,2.6832378
826,36.5724419,2.6835434
827,36.574039,2.6845754
828,36.5756039,2.6856574
829,36.5766106,2.6869936
830,36.5802758,2.6987217
831,36.5818308,2.7024636
832,36.5840717,2.7078437
833,36.5846917,2.7089995
834,36.5860609,2.7105741
835,36.5864455,2.7110043
836,36.5910899,2.7181901
837,36.5950726,2.7242527
838,36.6059394,2.7410999
839,36.6136488,2.7656512
840,36.6139589,2.7685695
841,36.6141518,2.7695565
842,36.616687,2.775518
843,36.6356344,2.801778
844,36.6370052,2.8045339
845,36.6378311,2.8059955
846,36.6409039,2.8079653
847,36.6421928,2.8086856
848,36.6430018,2.8099243
849,36.6422469,2.819205
850,36.642009,2.8200544
851,36.5713701,2.6819171
852,36.5759033,2.685923
853,36.5770988,2.6883359
854,36.5794763,2.6959445
855,36.5799489,2.6978728
856,36.5842761,2.708287
857,36.6053817,2.7399309
858,36.6067187,2.7431046
859,36.6082779,2.7455426
860,36.6157156,2.7738824
861,36.6351913,2.8011894
862,36.6359272,2.8022582
863,36.6421152,2.8195738
864,36.6411621,2.8295259
865,36.6404855,2.8357235
866,36.6404004,2.836075
867,36.6386053,2.8424584
868,36.6383008,2.8437796
869,36.6379554,2.8464389
870,36.6380461,2.8493185
871,36.6379624,2.8501567
872,36.6378091,2.8507918
873,36.6376882,2.8511247
874,36.6367154,2.8531723
875,36.6365698,2.8536745
876,36.6363655,2.8546342
877,36.6357144,2.8576629
878,36.6336043,2.8677158
879,36.6329937,2.8747768
880,36.6328881,2.8760317
881,36.6323268,2.8831065
882,36.6298104,2.9153566
883,36.6297977,2.9156067
884,36.6297944,2.9158429
885,36.6298451,2.9173733
886,36.630702,2.9446645
887,36.6307077,2.9453463
888,36.5717141,2.6826003
889,36.5762587,2.6863594
890,36.599528,2.7309928
891,36.604348,2.7383494
892,36.6056823,2.7405039
893,36.6064835,2.7426057
894,36.6070562,2.7436935
895,36.6208376,2.7806158
896,36.6374429,2.8054232
897,36.6384581,2.8066548
898,36.6393389,2.8072779
899,36.6426281,2.8092187
900,36.6432719,2.8110669
901,36.6429145,2.8177894
902,36.6405611,2.8353183
903,36.6399554,2.8377568
904,36.6392,2.8403674
905,36.6385188,2.8427733
906,36.6379359,2.8466541
907,36.6379032,2.8475318
908,36.6378881,2.8476559
909,36.638005,2.8485071
910,36.6380225,2.8486804
911,36.6380067,2.8498973
912,36.6379061,2.850418
913,36.6368311,2.8528643
914,36.633482,2.8684995
915,36.6324722,2.8810062
916,36.6322366,2.884164
917,36.632093,2.8861264
918,36.6319646,2.8874768
919,36.6318175,2.889491
920,36.6315924,2.893532
921,36.6308554,2.9020086
922,36.6298824,2.9190965
923,36.6299436,2.9221885
924,36.6306192,2.9415231
925,36.6310022,2.9459142
926,36.7692627,3.0098099
927,36.7693488,3.0098046
928,36.7694445,3.0098143
929,36.7697614,3.0098764
930,36.7700089,3.010091
931,36.7704215,3.0102884
932,36.7709715,3.0103657
933,36.7712465,3.010503
934,36.7718728,3.0109313
935,36.7725631,3.0113909
936,36.7745466,3.0111382
937,36.7800029,3.0103082
938,36.7803875,3.0105023
939,36.7808727,3.0108953
940,36.7819648,3.0118191
941,36.7823219,3.0121321
942,36.7826518,3.012211
943,36.7829886,3.0122454
944,36.7831955,3.0123261
945,36.7882972,3.0149837
946,36.7903406,3.0174111
947,36.7902217,3.0173626
948,36.7902405,3.0171652
949,36.7903235,3.0171361
950,36.7903987,3.0171888
951,36.7696152,3.0296449
952,36.7902519,3.0174007
953,36.7904542,3.0170045
954,36.7907224,3.0161218
955,36.790946,3.0151318
956,36.7904818,3.0169511
957,36.7905427,3.0168599
958,36.7701769,3.0102092
959,36.7728238,3.011518
960,36.773045,3.0116252
961,36.7732747,3.0116188
962,36.7737084,3.011473
963,36.7757841,3.0109493
964,36.7764303,3.0108549
965,36.7776265,3.0106318
966,36.7789465,3.0103743
967,36.7796958,3.0102798
968,36.7824166,3.012181
969,36.7858904,3.0132744
970,36.7860603,3.0133065
971,36.7862219,3.0134069
972,36.7869249,3.0139347
973,36.7878823,3.0146674
974,36.7885633,3.0152106
975,36.7897091,3.0164479
976,36.7900563,3.0167668
977,36.7902637,3.0169679
978,36.7911221,3.0145217
979,36.7697216,3.0060075
980,36.7705194,3.0039464
981,36.7709528,3.0028423
982,36.771608,3.001048
983,36.7720088,3.0000795
984,36.7722539,2.9992474
985,36.7721791,2.9992157
986,36.7707486,3.0030589
987,36.7724043,2.9978242
988,36.7723319,2.9972337
989,36.7720811,2.9965139
990,36.7718818,2.9962205
991,36.7715822,2.995852
992,36.7713197,2.9955397
993,36.7710489,2.9952016
994,36.7708261,2.9949077
995,36.7707563,2.9948119
996,36.7704762,2.9942825
997,36.7703594,2.9939563
998,36.7702357,2.9934809
999,36.7700831,2.9926719
1000,36.7698397,2.9909088
1001,36.7696107,2.9892656
1002,36.7693827,2.9877394
1003,36.7693781,2.9874461
1004,36.7692116,2.9837134
1005,36.7691391,2.9829054
1006,36.7691042,2.9824394
1007,36.7690859,2.9815878
1008,36.7690956,2.9811318
1009,36.7691332,2.9797384
1010,36.7691737,2.9793666
