source,target,length,type,speed,bidirectional
2900,3243,54.45,service,10,1
3243,3244,11.69,service,10,1
3244,3245,10.29,service,10,1
3245,3248,8.45,service,10,1
3248,3249,31.48,service,10,1
3249,3172,76.28,service,10,1
3172,3250,44.7,service,10,1
3251,2890,19.87,residential,30,1
2890,3260,119.15,residential,30,1
3260,3261,255.82,residential,30,1
3261,3234,140.76,residential,30,1
3234,2973,40.99,residential,30,1
2973,3263,7.62,residential,30,1
3263,2975,47.01,residential,30,1
2975,2976,59.18,residential,30,1
2976,3264,115.48,residential,30,1
3264,2979,55.66,residential,30,1
2979,2978,68.84,residential,30,1
2978,3265,166.14,residential,30,1
3265,431,61.89,residential,30,1
431,2471,55.47,residential,30,1
2512,832,26.0,secondary,30,0
832,490,7.82,secondary,30,0
490,1822,4.98,secondary,30,0
1822,493,21.56,secondary,30,0
493,1839,13.98,secondary,30,0
1839,495,35.3,secondary,30,0
495,1838,11.58,secondary,30,0
1838,354,8.16,secondary,30,0
354,1820,33.6,secondary,30,0
1820,1841,7.54,secondary,30,0
1841,494,5.26,secondary,30,0
494,492,26.88,secondary,30,0
492,356,21.4,secondary,30,0
4110,3804,5.54,tertiary,40,1
3804,3801,68.75,tertiary,40,1
3801,2785,22.57,tertiary,40,1
2785,4080,49.56,tertiary,40,1
4080,4111,4.19,tertiary,40,1
4111,994,3.89,tertiary,40,1
994,4100,4.1,tertiary,40,1
4100,995,8.64,tertiary,40,1
1012,4539,169.66,residential,30,1
4539,260,24.03,residential,30,1
260,1013,66.26,residential,30,1
1013,3805,14.41,residential,30,1
405,4617,8.61,residential,30,1
4617,4619,7.53,residential,30,1
4619,4616,7.52,residential,30,1
4616,4618,7.53,residential,30,1
4618,3322,7.52,residential,30,1
3322,4620,18.73,residential,30,1
4620,2206,22.27,residential,30,1
2206,4621,4.91,residential,30,1
4621,4535,158.12,residential,30,1
4535,1597,12.25,residential,30,1
1597,4534,10.76,residential,30,1
4534,4630,70.07,residential,30,1
4630,180,99.91,residential,30,1
180,1015,7.79,residential,30,1
1015,4628,20.39,residential,30,1
4628,4537,22.14,residential,30,1
4537,4629,21.66,residential,30,1
4629,2340,21.44,residential,30,1
2340,3806,65.86,residential,30,1
1016,1017,129.58,residential,30,1
1017,2803,19.25,residential,30,1
2803,1018,4.25,residential,30,1
1018,2799,2.17,residential,30,1
2799,1019,25.65,residential,30,1
1019,1020,24.52,residential,30,1
1020,259,25.23,residential,30,1
259,277,12.44,residential,30,1
277,1021,24.8,residential,30,1
419,1023,58.33,residential,30,1
1023,1024,56.81,residential,30,1
1024,1025,127.38,residential,30,1
1026,1027,42.08,residential,30,1
1027,1028,21.53,residential,30,1
1028,1029,24.49,residential,30,1
1029,1030,25.22,residential,30,1
1030,1031,18.42,residential,30,1
1031,1032,26.02,residential,30,1
1032,2800,7.24,residential,30,1
2800,1033,98.78,residential,30,1
417,2645,42.48,residential,30,1
2645,4632,3.29,residential,30,1
4632,3563,3.29,residential,30,1
3563,9,3.28,residential,30,1
9,0,3.29,residential,30,1
0,2,3.28,residential,30,1
2,1,3.29,residential,30,1
1,10,3.28,residential,30,1
10,2961,67.01,residential,30,1
2961,4631,7.45,residential,30,1
4631,1008,80.04,residential,30,1
1008,3438,4.03,residential,30,1
3438,191,4.04,residential,30,1
191,188,4.03,residential,30,1
188,187,4.04,residential,30,1
187,182,4.04,residential,30,1
182,180,4.04,residential,30,1
1034,4490,10.86,residential,30,1
4490,1598,70.27,residential,30,1
1598,285,44.12,residential,30,1
285,258,7.68,residential,30,1
258,1596,50.61,residential,30,1
1596,276,54.05,residential,30,1
276,2367,64.0,residential,30,1
1036,2793,159.44,residential,30,1
2793,416,107.28,residential,30,1
416,1037,44.83,residential,30,1
1037,1038,44.98,residential,30,1
1038,3348,5.79,residential,30,1
3348,2355,51.12,residential,30,1
2355,2801,15.67,residential,30,1
2801,1039,32.07,residential,30,1
1039,1040,12.34,residential,30,1
1040,1041,13.0,residential,30,1
1041,1042,18.75,residential,30,1
1042,1043,37.87,residential,30,1
1049,1083,62.72,residential,30,1
1083,1667,70.32,residential,30,1
1667,1075,64.77,residential,30,1
1075,1050,10.25,residential,30,1
1050,1051,58.28,residential,30,1
1051,150,48.88,residential,30,1
4316,146,37.01,residential,30,1
146,4425,66.54,residential,30,1
4425,148,62.87,residential,30,1
148,1054,97.41,residential,30,1
1055,1059,69.32,residential,30,1
1059,1056,8.03,residential,30,1
1056,4488,7.18,residential,30,1
4488,4489,7.19,residential,30,1
4489,4624,7.18,residential,30,1
4624,4623,3.86,residential,30,1
4623,4486,3.33,residential,30,1
4486,4487,7.19,residential,30,1
4487,1057,7.19,residential,30,1
1057,1058,25.2,residential,30,1
1058,4300,12.09,residential,30,1
4300,147,14.15,residential,30,1
147,4485,7.65,residential,30,1
4485,4484,7.66,residential,30,1
4484,2229,7.71,residential,30,1
2229,2203,11.49,residential,30,1
2203,4483,11.48,residential,30,1
4483,2205,11.49,residential,30,1
2205,2199,6.11,residential,30,1
2199,4482,6.11,residential,30,1
4482,2212,6.1,residential,30,1
2212,2189,48.84,residential,30,1
1059,1052,41.49,residential,30,1
1052,4451,11.2,residential,30,1
4451,4452,11.2,residential,30,1
4452,1054,11.19,residential,30,1
1054,2363,38.84,residential,30,1
1065,1066,65.89,residential,30,1
1065,2543,58.63,residential,30,1
2543,1067,56.52,residential,30,1
1067,2548,41.71,residential,30,1
2548,2552,26.8,residential,30,1
2552,2559,18.25,residential,30,1
2559,2553,4.07,residential,30,1
2553,2241,14.4,residential,30,1
1068,1069,42.05,residential,30,1
1069,1070,39.43,residential,30,1
1070,1668,73.39,residential,30,1
1668,1071,58.89,residential,30,1
1071,1072,68.05,residential,30,1
1601,4207,43.2,residential,30,1
4207,292,9.81,residential,30,1
292,2400,54.82,residential,30,1
2400,1078,58.11,residential,30,1
1078,1079,22.3,residential,30,1
1079,4232,10.48,residential,30,1
4232,4233,9.4,residential,30,1
4233,4234,9.18,residential,30,1
4234,4235,4.94,residential,30,1
78,1082,51.51,residential,30,1
1082,1666,69.56,residential,30,1
1666,1080,49.43,residential,30,1
1080,1081,26.42,residential,30,1
1081,3115,20.09,residential,30,1
3115,1075,9.54,residential,30,1
1086,3065,14.12,residential,30,1
3065,2684,64.02,residential,30,1
2684,1085,42.24,residential,30,1
1085,2686,26.57,residential,30,1
2686,1087,11.16,residential,30,1
1087,3101,7.37,residential,30,1
3101,3104,4.66,residential,30,1
3104,3105,7.23,residential,30,1
3105,3106,7.96,residential,30,1
3106,1088,10.55,residential,30,1
1088,1089,20.88,residential,30,1
1089,1090,20.57,residential,30,1
1090,1076,15.66,residential,30,1
1096,2641,89.86,residential,30,1
2641,1979,43.97,residential,30,1
1979,1094,133.38,residential,30,1
899,1146,82.2,residential,30,1
1146,1145,63.81,residential,30,1
1145,1098,38.35,residential,30,1
1098,2882,10.04,residential,30,1
2882,1099,8.03,residential,30,1
1099,700,3.17,residential,30,1
700,1101,11.35,residential,30,1
1101,1980,12.54,residential,30,1
1980,702,2.71,residential,30,1
702,1102,8.12,residential,30,1
1102,1103,9.8,residential,30,1
1103,701,11.35,residential,30,1
701,1104,1.35,residential,30,1
1104,1106,14.58,residential,30,1
1106,1107,12.01,residential,30,1
1107,1108,9.83,residential,30,1
1108,1109,7.47,residential,30,1
1109,1111,5.86,residential,30,1
1111,2920,9.94,residential,30,1
2920,1112,2.03,residential,30,1
1112,1113,12.35,residential,30,1
1113,1114,20.58,residential,30,1
1114,1116,19.0,residential,30,1
1116,4199,13.13,residential,30,1
4199,4200,12.43,residential,30,1
4200,4201,10.93,residential,30,1
4201,2464,7.24,residential,30,1
2464,4203,14.09,residential,30,1
4203,2466,4.42,residential,30,1
2466,4204,10.14,residential,30,1
4204,1117,19.47,residential,30,1
1117,2467,9.21,residential,30,1
2467,4213,9.8,residential,30,1
649,1119,32.51,residential,30,1
1119,1120,30.9,residential,30,1
1120,2029,21.93,residential,30,1
2029,1121,92.39,residential,30,1
1121,2024,63.62,residential,30,1
2024,2011,55.58,residential,30,1
2011,1118,91.59,residential,30,1
108,1984,73.27,residential,30,1
1984,2032,50.43,residential,30,1
2032,1122,102.99,residential,30,1
1122,1123,15.32,residential,30,1
1123,1124,15.72,residential,30,1
1124,1125,17.58,residential,30,1
1125,1126,22.83,residential,30,1
1126,1127,24.76,residential,30,1
1127,1128,21.27,residential,30,1
1128,1129,26.36,residential,30,1
1129,1130,30.24,residential,30,1
1130,1131,27.72,residential,30,1
1131,2132,10.66,residential,30,1
2132,1132,10.99,residential,30,1
1132,1133,22.22,residential,30,1
1133,1134,16.55,residential,30,1
1134,1135,19.29,residential,30,1
1135,2091,10.86,residential,30,1
2091,1136,5.92,residential,30,1
1136,1137,15.76,residential,30,1
1137,1138,17.85,residential,30,1
1138,1139,17.33,residential,30,1
1139,1140,15.73,residential,30,1
1140,1096,8.2,residential,30,1
1096,2468,5.55,residential,30,1
2468,1141,6.06,residential,30,1
1141,2616,27.44,residential,30,1
2616,1142,109.96,residential,30,1
1142,1143,19.84,residential,30,1
1143,1144,28.39,residential,30,1
1144,2469,62.57,residential,30,1
2469,1978,22.38,residential,30,1
1978,2470,56.18,residential,30,1
2470,1093,77.61,residential,30,1
2301,3505,12.31,unclassified,50,1
3505,3506,12.51,unclassified,50,1
3506,3507,29.5,unclassified,50,1
3507,2266,18.82,unclassified,50,1
2266,1151,27.91,unclassified,50,1
1151,4321,31.7,unclassified,50,1
4321,1153,30.32,unclassified,50,1
1153,1154,25.41,unclassified,50,1
1154,4139,33.46,unclassified,50,1
1155,1156,294.79,residential,30,1
1164,3358,48.26,residential,30,1
3358,1158,292.45,residential,30,1
1159,1160,114.19,residential,30,1
1161,3456,11.76,residential,30,1
3456,2700,92.13,residential,30,1
2700,2697,21.87,residential,30,1
2697,2698,56.43,residential,30,1
2698,1162,56.06,residential,30,1
1163,2567,193.87,residential,30,1
2567,2568,32.21,residential,30,1
1166,1168,53.74,residential,30,1
1168,1169,11.97,residential,30,1
1169,1170,11.56,residential,30,1
1170,1171,24.64,residential,30,1
1171,1173,32.21,residential,30,1
1173,2928,8.08,residential,30,1
2928,1174,52.09,residential,30,1
1174,1175,26.34,residential,30,1
1175,1176,25.74,residential,30,1
1176,4364,27.91,residential,30,1
4364,4365,39.88,residential,30,1
4365,4366,108.6,residential,30,1
4366,4336,10.39,residential,30,1
1178,1179,39.13,residential,30,1
1179,1180,140.04,residential,30,1
1180,1181,110.89,residential,30,1
1181,1184,8.24,residential,30,1
1184,1183,122.33,residential,30,1
1186,3371,48.05,residential,30,1
3371,1185,3.04,residential,30,1
1185,3377,28.3,residential,30,1
3377,4386,48.31,residential,30,1
4386,1194,45.35,residential,30,1
1194,1188,20.73,residential,30,1
1188,1189,23.45,residential,30,1
1189,1190,22.29,residential,30,1
1190,1191,11.18,residential,30,1
1191,1193,51.05,residential,30,1
4421,4426,34.31,residential,30,1
4426,1195,91.15,residential,30,1
1196,1198,113.42,residential,30,1
1203,1199,131.43,residential,30,1
4466,4471,112.58,residential,30,1
1204,1205,62.67,residential,30,1
1205,1206,117.45,residential,30,1
1214,1208,75.6,residential,30,1
1209,1210,120.53,residential,30,1
1211,1213,93.04,residential,30,1
808,2852,67.55,residential,30,1
2852,1215,82.88,residential,30,1
1215,1204,91.81,residential,30,1
1204,1216,56.79,residential,30,1
1216,2561,54.25,residential,30,1
2561,3667,57.67,residential,30,1
3667,1217,102.21,residential,30,1
1217,2560,36.82,residential,30,1
2560,2782,36.95,residential,30,1
2782,1220,78.23,residential,30,1
1220,1219,159.48,residential,30,1
1226,1227,250.7,residential,30,1
1228,1229,145.84,residential,30,1
1230,1231,51.52,residential,30,1
1231,1232,103.76,residential,30,1
1233,1234,17.56,residential,30,1
1234,1235,25.56,residential,30,1
1235,1236,11.65,residential,30,1
1236,2907,26.4,residential,30,1
2907,1239,6.63,residential,30,1
1239,1240,22.34,residential,30,1
1240,1241,18.17,residential,30,1
1241,1242,31.36,residential,30,1
1242,1247,95.61,residential,30,1
1247,1248,73.99,residential,30,1
1248,1249,119.44,residential,30,1
1249,1244,90.65,residential,30,1
1244,1245,86.23,residential,30,1
1245,3766,12.61,residential,30,1
3766,3765,8.26,residential,30,1
3765,3764,19.33,residential,30,1
3764,3763,16.26,residential,30,1
3763,3762,33.79,residential,30,1
3762,3761,9.9,residential,30,1
3761,3760,6.11,residential,30,1
3760,3759,18.64,residential,30,1
3759,3758,62.79,residential,30,1
3758,3757,30.7,residential,30,1
3757,3756,46.4,residential,30,1
534,3467,15.85,residential,30,1
3467,2839,107.45,residential,30,1
2839,1250,106.14,residential,30,1
1250,4261,4.84,residential,30,1
4261,3694,12.65,residential,30,1
3694,1251,13.34,residential,30,1
1251,1252,77.92,residential,30,1
1252,3171,7.99,residential,30,1
3171,1253,16.95,residential,30,1
1253,1254,33.92,residential,30,1
1255,1257,82.78,residential,30,1
1257,1258,48.28,residential,30,1
1258,1259,19.81,residential,30,1
1259,1224,11.56,residential,30,1
1224,455,32.43,residential,30,1
455,1256,111.27,residential,30,1
1261,487,19.46,residential,30,1
487,1262,171.26,residential,30,1
1262,1225,29.15,residential,30,1
1225,1255,59.21,residential,30,1
1255,1263,24.28,residential,30,1
1263,1264,21.78,residential,30,1
1264,1265,78.25,residential,30,1
1265,1266,44.5,residential,30,1
1266,1267,53.39,residential,30,1
1267,1268,61.78,residential,30,1
1268,1269,37.96,residential,30,1
1269,1270,40.69,residential,30,1
1270,1271,9.81,residential,30,1
1261,1274,74.23,residential,30,1
1274,1275,29.96,residential,30,1
1275,1276,40.52,residential,30,1
1280,1281,157.94,residential,30,1
1281,1283,80.31,residential,30,1
1283,1278,64.48,residential,30,1
1278,3432,13.92,residential,30,1
3432,486,102.52,residential,30,1
486,3562,28.27,residential,30,1
3562,2169,173.11,residential,30,1
2169,1047,160.55,residential,30,1
1047,1284,24.92,residential,30,1
1284,1290,431.28,residential,30,1
1290,1291,42.17,residential,30,1
1291,1292,49.83,residential,30,1
1292,1293,46.36,residential,30,1
1293,1285,80.19,residential,30,1
1285,1286,38.72,residential,30,1
1286,1287,39.8,residential,30,1
1287,1288,12.93,residential,30,1
1288,3755,10.32,residential,30,1
3755,3754,66.93,residential,30,1
3754,3753,145.32,residential,30,1
3753,3752,171.34,residential,30,1
3752,3751,156.96,residential,30,1
3751,3750,295.09,residential,30,1
3750,3749,22.97,residential,30,1
3749,3748,68.67,residential,30,1
1295,1296,18.67,residential,30,1
1296,1297,52.67,residential,30,1
1297,1298,38.7,residential,30,1
1298,1315,66.61,residential,30,1
1315,1300,79.08,residential,30,1
1300,1301,30.26,residential,30,1
1301,1302,22.39,residential,30,1
1302,1304,28.38,residential,30,1
1304,1306,52.67,residential,30,1
1306,3424,20.65,residential,30,1
3424,1308,13.11,residential,30,1
1308,1307,33.47,residential,30,1
1307,1254,323.91,residential,30,1
1254,1309,13.68,residential,30,1
1309,453,56.49,residential,30,1
453,1988,171.47,residential,30,1
1988,4262,76.16,residential,30,1
4262,1280,15.2,residential,30,1
1280,4263,60.69,residential,30,1
4263,1279,5.36,residential,30,1
1279,2172,65.17,residential,30,1
2172,2145,19.21,residential,30,1
2145,2181,29.57,residential,30,1
2181,1498,21.85,residential,30,1
1498,2837,24.6,residential,30,1
2837,1273,23.61,residential,30,1
1273,484,46.39,residential,30,1
484,2894,6.07,residential,30,1
2894,2893,55.4,residential,30,1
2893,1303,178.54,residential,30,1
1313,1312,200.02,residential,30,1
1321,1318,34.25,residential,30,1
1318,1320,101.1,residential,30,1
852,1322,32.42,residential,30,1
1325,3466,21.65,residential,30,1
3466,435,100.88,residential,30,1
435,3465,16.44,residential,30,1
3465,1327,8.55,residential,30,1
1327,1328,5.4,residential,30,1
1328,1329,5.92,residential,30,1
1329,1322,6.71,residential,30,1
1322,1330,57.74,residential,30,1
1323,1324,83.19,residential,30,1
1324,1332,39.77,residential,30,1
1332,1333,28.79,residential,30,1
1333,1334,7.53,residential,30,1
1334,1295,8.71,residential,30,1
1295,436,11.98,residential,30,1
436,1336,16.92,residential,30,1
1336,1337,27.22,residential,30,1
1337,1339,32.89,residential,30,1
1339,1340,88.69,residential,30,1
1340,1325,23.0,residential,30,1
1325,1342,30.88,residential,30,1
1343,1344,29.82,residential,30,1
1344,2174,39.02,residential,30,1
2174,1345,23.43,residential,30,1
1345,1346,40.37,residential,30,1
1346,1338,28.5,residential,30,1
1338,452,7.57,residential,30,1
452,1347,31.05,residential,30,1
1347,1348,43.36,residential,30,1
1348,1349,166.82,residential,30,1
1349,1693,32.84,residential,30,1
1693,1350,11.34,residential,30,1
1350,1604,13.17,residential,30,1
1604,1612,46.05,residential,30,1
1612,1351,21.1,residential,30,1
1351,1622,25.5,residential,30,1
1622,1316,43.56,residential,30,1
1316,1317,44.33,residential,30,1
1317,1311,47.25,residential,30,1
1311,1352,63.4,residential,30,1
1352,1353,154.42,residential,30,1
1968,3295,23.74,primary,30,0
3295,83,27.09,primary,30,0
83,1971,41.18,primary,30,0
1971,1972,26.71,primary,30,0
1972,1970,19.69,primary,30,0
1970,1973,8.26,primary,30,0
1973,1974,8.36,primary,30,0
1974,3157,15.25,primary,30,0
3157,1390,5.14,primary,30,0
2475,3024,11.01,residential,30,1
3024,201,76.78,residential,30,1
201,3028,46.17,residential,30,1
3028,1393,55.87,residential,30,1
1393,1394,39.92,residential,30,1
1394,3025,38.7,residential,30,1
3025,3026,39.32,residential,30,1
3026,537,90.04,residential,30,1
1395,230,6.62,residential,30,1
230,2763,67.58,residential,30,1
2763,2503,23.12,residential,30,1
2503,2498,63.78,residential,30,1
2498,1396,69.8,residential,30,1
1400,1401,11.5,residential,30,1
1401,1402,8.16,residential,30,1
1402,1403,15.32,residential,30,1
1403,1404,30.76,residential,30,1
1404,1405,34.98,residential,30,1
1405,1406,30.2,residential,30,1
1406,1391,28.51,residential,30,1
1391,1407,5.8,residential,30,1
1407,1408,25.44,residential,30,1
1408,1410,12.17,residential,30,1
1410,1411,13.68,residential,30,1
1411,1412,50.64,residential,30,1
1412,1414,29.69,residential,30,1
1414,1413,34.52,residential,30,1
1413,1416,22.17,residential,30,1
1416,221,12.11,residential,30,1
221,1417,15.86,residential,30,1
1417,1399,10.55,residential,30,1
1399,1418,10.56,residential,30,1
1418,1419,38.27,residential,30,1
1419,1420,22.49,residential,30,1
1420,1421,20.09,residential,30,1
1421,1422,18.82,residential,30,1
1422,218,13.63,residential,30,1
218,1423,302.78,residential,30,1
1426,1427,43.55,residential,30,1
1427,1428,42.46,residential,30,1
1433,1434,46.11,residential,30,1
1434,1435,47.65,residential,30,1
1436,1437,84.72,residential,30,1
1438,1439,61.74,residential,30,1
1440,1441,74.53,residential,30,1
1442,1424,32.3,residential,30,1
1424,1425,65.23,residential,30,1
1425,1443,50.17,residential,30,1
1443,1426,37.6,residential,30,1
1426,1444,57.63,residential,30,1
1444,1429,45.31,residential,30,1
1429,1392,8.74,residential,30,1
1392,1446,31.6,residential,30,1
1448,1447,106.88,residential,30,1
1449,1450,93.49,residential,30,1
1450,1454,48.57,residential,30,1
1451,1452,82.08,residential,30,1
1453,1455,71.79,residential,30,1
1455,1456,45.92,residential,30,1
1456,1458,32.95,residential,30,1
1458,1459,61.89,residential,30,1
1459,1460,24.89,residential,30,1
1460,1457,80.27,residential,30,1
1461,1462,52.11,residential,30,1
1464,1465,39.17,residential,30,1
1465,1466,35.48,residential,30,1
1466,1467,38.61,residential,30,1
1468,1470,105.68,residential,30,1
1470,1471,54.5,residential,30,1
1471,1463,51.04,residential,30,1
1463,1473,63.9,residential,30,1
1469,1431,38.94,residential,30,1
1431,1474,73.98,residential,30,1
1474,1475,16.35,residential,30,1
1475,1397,9.85,residential,30,1
1397,1476,52.59,residential,30,1
1476,1398,14.61,residential,30,1
1398,1432,50.42,residential,30,1
1432,215,24.93,residential,30,1
215,1430,33.85,residential,30,1
1430,1477,9.73,residential,30,1
1477,1478,10.53,residential,30,1
1478,205,29.24,residential,30,1
205,1473,46.13,residential,30,1
1473,3128,8.14,residential,30,1
3128,1479,21.03,residential,30,1
1479,1480,13.28,residential,30,1
1480,1481,11.5,residential,30,1
1481,1443,67.35,residential,30,1
1443,1482,59.09,residential,30,1
1482,1484,20.83,residential,30,1
1492,1493,75.58,residential,30,1
1495,1496,82.17,residential,30,1
1496,2829,35.37,residential,30,1
2829,1892,70.77,residential,30,1
1511,1510,99.09,residential,30,1
1510,1508,42.2,residential,30,1
1519,1509,96.22,residential,40,1
1509,1507,41.82,residential,40,1
1507,1504,38.21,residential,40,1
1504,1502,38.83,residential,40,1
1502,1515,37.4,residential,40,1
1515,1517,36.31,residential,40,1
1517,1520,38.23,residential,40,1
1520,1487,41.52,residential,40,1
1487,1485,37.35,residential,40,1
1485,1501,38.51,residential,40,1
1501,1499,36.62,residential,40,1
1499,1521,36.4,residential,40,1
1521,1545,49.4,residential,40,1
1545,1557,46.18,residential,40,1
1557,1549,46.99,residential,40,1
1549,1546,45.01,residential,40,1
1546,1522,94.04,residential,40,1
981,2832,11.66,residential,30,1
2832,1543,39.27,residential,30,1
1543,1542,35.51,residential,30,1
1542,1541,38.04,residential,30,1
1541,1553,23.93,residential,30,1
1553,1548,15.05,residential,30,1
1548,1523,85.12,residential,30,1
1523,1544,71.67,residential,30,1
1544,1524,23.02,residential,30,1
1524,1521,93.75,residential,30,1
1521,1491,34.14,residential,30,1
1491,1490,40.51,residential,30,1
1490,1389,17.69,residential,30,1
1389,3639,47.57,residential,30,1
3639,338,54.2,residential,30,1
975,2761,26.6,residential,30,1
2761,2759,63.12,residential,30,1
2759,976,6.54,residential,30,1
976,2987,91.55,residential,30,1
2987,977,7.36,residential,30,1
977,217,92.91,residential,30,1
217,978,56.8,residential,30,1
978,209,56.47,residential,30,1
209,979,5.0,residential,30,1
979,227,15.11,residential,30,1
227,2958,31.5,residential,30,1
2958,2957,35.89,residential,30,1
2957,980,41.04,residential,30,1
980,981,41.75,residential,30,1
2476,2492,42.97,residential,30,1
2492,2755,21.07,residential,30,1
2755,2494,58.42,residential,30,1
2494,2493,23.31,residential,30,1
2493,1526,18.42,residential,30,1
1526,1527,50.42,residential,30,1
1527,1528,60.06,residential,30,1
1529,1530,68.79,residential,30,1
1530,1531,17.16,residential,30,1
1531,335,22.66,residential,30,1
1523,1497,38.05,residential,30,1
1497,1500,37.9,residential,30,1
1500,1486,38.76,residential,30,1
1486,1488,38.96,residential,30,1
1488,1533,42.87,residential,30,1
1533,1518,42.32,residential,30,1
1518,2774,6.16,residential,30,1
2774,1516,31.13,residential,30,1
1516,232,10.32,residential,30,1
232,1503,27.24,residential,30,1
1503,1505,38.24,residential,30,1
1505,2952,21.62,residential,30,1
2952,1506,10.89,residential,30,1
1506,2951,26.17,residential,30,1
2951,1535,108.12,residential,30,1
1558,2769,25.2,residential,30,1
2769,2768,44.5,residential,30,1
2768,1556,40.27,residential,30,1
1556,1552,43.28,residential,30,1
1552,1533,99.59,residential,30,1
1533,1525,92.07,residential,30,1
1525,1520,94.4,residential,30,1
1520,1489,52.97,residential,30,1
1489,1513,79.32,residential,30,1
1513,1514,10.66,residential,30,1
1514,2810,35.93,residential,30,1
2810,1532,48.54,residential,30,1
1539,1540,140.89,residential,30,1
1551,197,47.3,residential,30,1
197,2426,103.67,residential,30,1
2774,2778,99.14,residential,30,1
2778,2772,42.3,residential,30,1
2772,2771,63.0,residential,30,1
2771,1554,32.73,residential,30,1
1554,1555,70.76,residential,30,1
1560,1561,140.44,residential,30,1
3999,3995,20.79,residential,30,1
3995,3996,6.47,residential,30,1
3996,3997,5.85,residential,30,1
3997,3998,17.17,residential,30,1
3998,1562,16.2,residential,30,1
1562,1563,103.49,residential,30,1
1564,1565,91.51,residential,30,1
1360,1567,120.76,residential,30,1
1567,1568,6.34,residential,30,1
1568,1569,101.71,residential,30,1
1569,1570,8.16,residential,30,1
1570,1571,49.27,residential,30,1
1572,1574,25.84,residential,30,1
1574,1568,9.08,residential,30,1
1568,1575,56.91,residential,30,1
1575,1354,61.93,residential,30,1
1576,1577,56.43,residential,30,1
1582,1573,57.65,residential,30,1
1573,1575,99.7,residential,30,1
1587,1588,20.33,residential,30,1
1805,1807,52.43,primary,100,1
1807,1806,45.37,primary,100,1
1538,330,34.61,tertiary,70,0
330,331,38.45,tertiary,70,0
331,326,26.37,tertiary,70,0
326,335,35.98,tertiary,70,0
335,333,4.89,tertiary,70,0
333,334,32.12,tertiary,70,0
1640,2718,27.93,secondary,40,0
2718,2717,70.69,secondary,40,0
2717,4212,61.08,secondary,40,0
4212,4226,37.47,secondary,40,0
4226,4224,27.44,secondary,40,0
4224,2776,85.91,secondary,40,0
2776,1642,68.79,secondary,40,0
1646,1647,37.91,residential,30,1
1647,2099,34.79,residential,30,1
2099,1648,47.52,residential,30,1
1648,1655,80.18,residential,30,1
1655,1650,30.3,residential,30,1
1651,3063,16.1,residential,30,1
3063,1652,14.95,residential,30,1
1652,1653,65.74,residential,30,1
1653,2680,44.7,residential,30,1
2680,2685,26.16,residential,30,1
2685,2139,22.02,residential,30,1
2139,3100,7.3,residential,30,1
3100,3099,5.93,residential,30,1
3099,2142,5.84,residential,30,1
2142,3098,12.44,residential,30,1
3098,3097,5.17,residential,30,1
3097,1656,8.69,residential,30,1
1656,1657,19.81,residential,30,1
1657,1658,18.85,residential,30,1
1661,1084,71.51,residential,30,1
1084,1662,70.85,residential,30,1
1662,1663,61.58,residential,30,1
1663,1671,21.08,residential,30,1
3057,3740,164.05,residential,30,1
3740,3053,51.55,residential,30,1
3053,3054,43.4,residential,30,1
3054,3056,45.94,residential,30,1
3056,1672,31.73,residential,30,1
85,3096,8.36,residential,30,1
3096,1777,10.05,residential,30,1
1777,3059,68.24,residential,30,1
3059,3117,17.12,residential,30,1
3117,1673,17.11,residential,30,1
1673,1675,24.82,residential,30,1
1675,1676,21.96,residential,30,1
1676,1677,22.84,residential,30,1
1677,1678,15.38,residential,30,1
1678,1680,25.35,residential,30,1
1680,71,78.05,residential,30,1
71,2610,17.88,residential,30,1
2610,2611,56.91,residential,30,1
2611,1681,15.93,residential,30,1
1681,2609,31.76,residential,30,1
2609,1682,16.42,residential,30,1
1682,438,20.74,residential,30,1
438,2604,29.96,residential,30,1
2604,3058,31.49,residential,30,1
3058,2601,11.8,residential,30,1
2601,3087,3.75,residential,30,1
3087,1683,12.2,residential,30,1
1683,3055,11.83,residential,30,1
3055,2608,23.74,residential,30,1
2608,3057,20.31,residential,30,1
3057,1685,16.97,residential,30,1
1685,2606,12.53,residential,30,1
2606,1686,8.33,residential,30,1
1686,2605,19.86,residential,30,1
2605,2607,5.97,residential,30,1
2607,1687,37.49,residential,30,1
1687,1688,21.63,residential,30,1
1691,3739,93.26,residential,30,1
3739,1692,50.89,residential,30,1
1697,3173,33.13,residential,30,1
3173,1699,25.19,residential,30,1
1699,1700,49.4,residential,30,1
1700,1701,16.44,residential,30,1
1701,1702,15.33,residential,30,1
1702,1703,22.35,residential,30,1
1703,1704,28.64,residential,30,1
1704,1705,55.21,residential,30,1
1705,3174,8.78,residential,30,1
3174,1706,19.75,residential,30,1
1706,2603,62.05,residential,30,1
2603,1707,12.31,residential,30,1
1707,2602,9.54,residential,30,1
2602,3113,18.87,residential,30,1
3113,1708,16.8,residential,30,1
1708,1709,21.69,residential,30,1
1709,1710,8.75,residential,30,1
1710,3112,9.98,residential,30,1
3112,1711,14.25,residential,30,1
1711,2255,18.0,residential,30,1
2255,1713,35.07,residential,30,1
1713,1714,33.95,residential,30,1
1714,1715,20.61,residential,30,1
1715,1698,15.52,residential,30,1
1698,1716,18.53,residential,30,1
1716,1717,29.09,residential,30,1
1717,1718,28.61,residential,30,1
1718,1719,36.28,residential,30,1
1719,1720,32.83,residential,30,1
