source,target,length,type,speed,bidirectional
4283,1192,24.31,tertiary,70,1
1192,1197,15.31,tertiary,70,1
1197,1276,23.01,tertiary,70,1
1276,1202,19.21,tertiary,70,1
1202,1207,20.31,tertiary,70,1
1207,1212,17.28,tertiary,70,1
1212,1218,14.69,tertiary,70,1
1218,4267,19.94,tertiary,70,1
4267,1221,27.17,tertiary,70,1
1221,3472,9.76,tertiary,70,1
3472,1222,8.81,tertiary,70,1
1222,1223,20.19,tertiary,70,1
1223,4597,36.52,tertiary,70,1
4597,1237,33.28,tertiary,70,1
1237,1256,27.23,tertiary,70,1
1256,1238,12.48,tertiary,70,1
1238,1243,14.35,tertiary,70,1
1243,287,20.3,tertiary,70,1
287,1260,18.68,tertiary,70,1
1260,3196,15.06,tertiary,70,1
3196,289,22.34,tertiary,70,1
289,534,34.09,tertiary,70,1
534,2140,21.77,tertiary,70,1
2140,1272,39.0,tertiary,70,1
1272,1277,58.99,tertiary,70,1
1277,1282,28.53,tertiary,70,1
1282,3210,20.45,tertiary,70,1
3210,1289,6.5,tertiary,70,1
1289,1294,6.16,tertiary,70,1
1294,1299,7.76,tertiary,70,1
1299,1305,23.25,tertiary,70,1
1305,1310,29.44,tertiary,70,1
1310,3093,49.53,tertiary,70,1
3093,1314,65.81,tertiary,70,1
1314,1232,74.82,tertiary,70,1
1232,1319,18.14,tertiary,70,1
1319,1326,19.79,tertiary,70,1
1326,1331,30.59,tertiary,70,1
1331,1335,49.52,tertiary,70,1
1335,1330,30.53,tertiary,70,1
1330,1341,22.1,tertiary,70,1
1341,852,18.76,tertiary,70,1
852,1227,6.08,tertiary,70,1
1227,2162,117.18,tertiary,70,1
2162,1342,34.23,tertiary,70,1
1342,2147,159.37,tertiary,70,1
2147,915,31.32,tertiary,70,1
915,1320,24.73,tertiary,70,1
1320,781,76.57,tertiary,70,1
781,853,66.18,tertiary,70,1
853,851,46.04,tertiary,70,1
1445,323,78.97,secondary,40,1
323,2569,32.85,secondary,40,1
2569,1472,48.19,secondary,40,1
1472,352,79.95,secondary,40,1
352,1536,116.76,secondary,40,1
1536,1534,89.89,secondary,40,1
1534,322,19.5,secondary,40,1
322,1583,19.22,secondary,40,1
1583,52,34.09,secondary,40,1
52,1593,18.91,secondary,40,1
1593,1559,47.58,secondary,40,1
1559,1483,23.35,secondary,40,1
1483,3145,119.09,secondary,40,1
3145,344,17.71,secondary,40,1
344,430,7.19,secondary,40,1
430,1594,22.67,secondary,40,1
1594,1584,43.19,secondary,40,1
1584,1585,49.05,secondary,40,1
1585,343,13.93,secondary,40,1
343,1578,43.62,secondary,40,1
1578,1580,39.96,secondary,40,1
1580,1581,35.71,secondary,40,1
1581,339,7.04,secondary,40,1
339,324,5.12,secondary,40,1
324,1566,37.36,secondary,40,1
1566,1592,37.56,secondary,40,1
1592,3146,18.81,secondary,40,1
3146,1565,31.65,secondary,40,1
1565,350,8.94,secondary,40,1
350,1563,43.96,secondary,40,1
1563,1588,20.3,secondary,40,1
1588,1561,6.68,secondary,40,1
1561,348,52.62,secondary,40,1
348,1577,19.55,secondary,40,1
1577,193,71.61,secondary,40,1
193,346,42.5,secondary,40,1
346,1571,40.1,secondary,40,1
1571,1582,23.61,secondary,40,1
1582,325,65.91,secondary,40,1
341,2722,41.04,residential,30,1
2722,1866,54.87,residential,30,1
1866,1512,23.83,residential,30,1
1512,1891,45.05,residential,30,1
1891,1494,2.11,residential,30,1
1494,1496,71.14,residential,30,1
1496,2831,58.79,residential,30,1
2831,1869,36.03,residential,30,1
1869,1532,3.32,residential,30,1
1532,1871,87.44,residential,30,1
1871,1872,31.65,residential,30,1
1872,2821,23.55,residential,30,1
2821,342,44.65,residential,30,1
4440,4441,10.88,residential,30,1
4441,345,4.88,residential,30,1
345,4436,10.98,residential,30,1
4436,4184,24.1,residential,30,1
4184,251,14.4,residential,30,1
251,1589,97.43,residential,30,1
1589,1590,42.54,residential,30,1
1590,346,48.11,residential,30,1
347,1591,88.9,residential,30,1
1591,348,98.81,residential,30,1
351,244,80.35,residential,30,1
244,1586,45.11,residential,30,1
1586,349,33.75,residential,30,1
349,350,48.35,residential,30,1
3718,4193,3.27,secondary,40,1
4193,4157,3.24,secondary,40,1
4157,4194,3.25,secondary,40,1
4194,4159,3.41,secondary,40,1
4159,4195,4.46,secondary,40,1
4195,4158,4.61,secondary,40,1
4158,4197,4.61,secondary,40,1
4197,4196,4.61,secondary,40,1
4196,988,4.62,secondary,40,1
988,2813,47.59,secondary,40,1
2813,989,56.04,secondary,40,1
989,4156,137.61,secondary,40,1
4156,990,39.74,secondary,40,1
990,4068,22.98,secondary,40,1
4068,240,5.83,secondary,40,1
240,991,28.23,secondary,40,1
991,4171,36.19,secondary,40,1
4171,3767,8.7,secondary,40,1
3767,4238,108.57,secondary,40,1
4238,3768,6.63,secondary,40,1
3768,992,71.65,secondary,40,1
992,3773,41.18,secondary,40,1
3773,4013,9.51,secondary,40,1
4013,3819,92.86,secondary,40,1
3819,3776,9.9,secondary,40,1
3776,3349,55.22,secondary,40,1
3349,3825,16.61,secondary,40,1
3825,353,42.66,secondary,40,1
355,2709,90.44,secondary,40,1
2709,2711,176.9,secondary,40,1
2711,1819,159.6,secondary,40,1
353,3159,88.09,secondary,30,1
3159,3829,116.42,secondary,30,1
3829,360,6.02,secondary,30,1
360,2710,53.43,secondary,30,1
2710,2708,178.36,secondary,30,1
3317,1579,17.93,secondary,40,1
1579,1834,19.66,secondary,40,1
1834,1048,19.82,secondary,40,1
1048,1832,21.16,secondary,40,1
1832,1595,28.22,secondary,40,1
1595,1599,39.4,secondary,40,1
1599,290,27.5,secondary,40,1
290,1601,26.4,secondary,40,1
1601,1733,108.97,secondary,40,1
1733,1768,91.91,secondary,40,1
1768,1602,17.31,secondary,40,1
1602,1603,80.1,secondary,40,1
1603,370,30.16,secondary,40,1
370,271,16.7,secondary,40,1
271,369,23.24,secondary,40,1
369,412,15.48,secondary,40,1
412,400,14.99,secondary,40,1
3413,3414,56.79,residential,30,1
3414,3415,49.81,residential,30,1
3415,3416,71.19,residential,30,1
3416,3417,65.85,residential,30,1
3417,3418,72.68,residential,30,1
3418,970,47.48,residential,30,1
970,971,14.55,residential,30,1
971,972,20.08,residential,30,1
972,973,14.1,residential,30,1
973,974,11.87,residential,30,1
974,1609,69.1,residential,30,1
1609,1611,23.56,residential,30,1
1611,1614,30.0,residential,30,1
1614,1616,23.64,residential,30,1
1616,1617,19.86,residential,30,1
1617,747,17.89,residential,30,1
747,2877,17.07,residential,30,1
2877,2892,16.5,residential,30,1
2892,2853,14.44,residential,30,1
2853,771,12.74,residential,30,1
771,4287,36.12,residential,30,1
4287,772,7.99,residential,30,1
772,777,5.21,residential,30,1
777,4293,6.65,residential,30,1
4293,133,47.03,residential,30,1
133,802,4.57,residential,30,1
802,132,4.97,residential,30,1
132,4292,6.59,residential,30,1
4292,792,28.61,residential,30,1
792,787,5.32,residential,30,1
787,131,4.81,residential,30,1
131,782,5.49,residential,30,1
782,4368,27.58,residential,30,1
4368,1619,73.65,residential,30,1
1619,1621,47.74,residential,30,1
1621,1624,23.98,residential,30,1
1624,380,30.26,residential,30,1
380,381,26.92,residential,30,1
381,2654,69.53,residential,30,1
2654,1627,20.21,residential,30,1
1627,383,69.87,residential,30,1
383,1630,10.21,residential,30,1
1630,385,11.03,residential,30,1
385,2524,39.71,residential,30,1
400,1659,18.87,tertiary,70,0
1659,4592,34.53,tertiary,70,0
4592,1665,20.91,tertiary,70,0
1665,4594,16.57,tertiary,70,0
4594,1670,15.21,tertiary,70,0
1670,4596,11.88,tertiary,70,0
4596,4595,6.26,tertiary,70,0
4595,401,6.37,tertiary,70,0
401,402,15.9,tertiary,70,0
402,4598,14.72,tertiary,70,0
4598,403,14.96,tertiary,70,0
403,4599,11.84,tertiary,70,0
4599,4608,12.39,tertiary,70,0
4608,4607,7.09,tertiary,70,0
4607,4571,9.96,tertiary,70,0
4571,4605,1.66,tertiary,70,0
4605,4609,11.39,tertiary,70,0
4609,4590,55.91,tertiary,70,0
4590,3350,8.53,tertiary,70,0
3350,404,30.02,tertiary,70,0
404,4613,5.14,tertiary,70,0
4613,4615,5.13,tertiary,70,0
4615,4614,5.14,tertiary,70,0
4614,405,5.09,tertiary,70,0
405,4612,5.15,tertiary,70,0
4612,4610,5.15,tertiary,70,0
4610,4611,5.15,tertiary,70,0
4611,406,5.15,tertiary,70,0
406,2830,68.31,tertiary,70,0
2830,4606,48.73,tertiary,70,0
4606,2811,13.46,tertiary,70,0
2811,4604,11.12,tertiary,70,0
4604,407,12.08,tertiary,70,0
407,1767,21.34,tertiary,70,0
1767,408,16.67,tertiary,70,0
408,4603,10.1,tertiary,70,0
4603,409,10.17,tertiary,70,0
409,4601,8.74,tertiary,70,0
4601,4602,8.98,tertiary,70,0
4602,4600,9.04,tertiary,70,0
4600,410,7.66,tertiary,70,0
410,1765,25.33,tertiary,70,0
1765,4593,5.05,tertiary,70,0
4593,411,26.4,tertiary,70,0
411,412,28.26,tertiary,70,0
2950,3306,25.06,residential,30,1
3306,1025,70.37,residential,30,1
1025,2802,21.74,residential,30,1
2802,2804,45.5,residential,30,1
2804,413,17.4,residential,30,1
413,1021,28.45,residential,30,1
1021,414,15.84,residential,30,1
414,415,37.0,residential,30,1
415,416,89.46,residential,30,1
416,1033,115.36,residential,30,1
1033,2350,27.69,residential,30,1
2350,417,84.92,residential,30,1
405,2817,31.42,tertiary,70,1
2817,396,27.62,tertiary,70,1
522,1629,162.04,tertiary,70,1
1629,362,127.49,tertiary,70,1
362,543,95.99,tertiary,70,1
543,2335,65.38,tertiary,70,1
2335,388,31.78,tertiary,70,1
388,1649,181.55,tertiary,70,1
1649,3964,88.13,tertiary,70,1
3964,542,379.06,tertiary,70,1
542,1447,265.0,tertiary,70,1
1447,1449,47.48,tertiary,70,1
1449,1452,40.17,tertiary,70,1
1452,1453,36.17,tertiary,70,1
1453,1462,77.97,tertiary,70,1
1462,1467,53.56,tertiary,70,1
1467,1468,47.49,tertiary,70,1
1468,1433,40.68,tertiary,70,1
1433,1437,39.96,tertiary,70,1
1437,1441,38.45,tertiary,70,1
1441,1439,41.04,tertiary,70,1
1439,1415,36.58,tertiary,70,1
327,3126,9.87,secondary,100,1
3126,4000,4.01,secondary,100,1
4000,4002,4.77,secondary,100,1
4002,545,3.89,secondary,100,1
545,4001,4.5,secondary,100,1
4001,546,4.35,secondary,100,1
546,547,111.53,secondary,100,1
547,3718,11.25,secondary,100,1
3718,548,7.91,secondary,100,1
548,549,14.03,secondary,100,1
549,550,27.66,secondary,100,1
550,4140,101.74,secondary,100,1
4140,4173,73.68,secondary,100,1
4173,551,59.6,secondary,100,1
551,127,116.82,secondary,100,1
127,541,157.44,secondary,100,1
541,1006,50.82,secondary,100,1
1006,223,35.79,secondary,100,1
223,206,13.87,secondary,100,1
206,204,74.46,secondary,100,1
204,4351,34.27,secondary,100,1
4351,3704,86.21,secondary,100,1
3704,2396,89.65,secondary,100,1
2396,552,16.93,secondary,100,1
552,3960,105.9,secondary,100,1
3960,255,33.52,secondary,100,1
255,328,45.34,secondary,100,1
328,47,55.21,secondary,100,1
47,553,18.84,secondary,100,1
553,3012,22.52,secondary,100,1
3012,4288,41.77,secondary,100,1
4288,2988,39.29,secondary,100,1
2988,2337,29.28,secondary,100,1
2337,554,186.56,secondary,100,1
554,238,101.26,secondary,100,1
238,555,250.46,secondary,100,1
555,556,81.23,secondary,100,1
556,298,64.62,secondary,100,1
298,1615,138.75,secondary,100,1
1615,557,67.63,secondary,100,1
557,1623,10.71,secondary,100,1
1623,519,142.48,secondary,100,1
562,561,243.76,tertiary,70,1
561,3942,61.22,tertiary,70,1
3942,3948,152.72,tertiary,70,1
3948,3390,134.15,tertiary,70,1
3390,3550,218.09,tertiary,70,1
3550,2144,33.27,tertiary,70,1
2144,560,45.78,tertiary,70,1
560,3553,103.76,tertiary,70,1
3553,3558,72.89,tertiary,70,1
3558,467,56.65,tertiary,70,1
467,477,30.8,tertiary,70,1
477,3549,28.79,tertiary,70,1
3549,559,144.51,tertiary,70,1
559,23,152.32,tertiary,70,1
579,572,117.33,residential,30,0
572,2365,71.91,residential,30,0
2365,1950,75.4,residential,30,0
1950,2347,71.86,residential,30,0
2347,571,72.31,residential,30,0
571,2313,81.48,residential,30,0
2313,570,55.2,residential,30,0
570,569,131.84,residential,30,0
569,568,69.27,residential,30,0
568,567,74.56,residential,30,0
567,2376,73.61,residential,30,0
2376,566,73.59,residential,30,0
566,565,121.07,residential,30,0
34,576,14.37,primary,100,1
1911,2836,7.34,primary,100,1
2836,1922,90.51,primary,100,1
1922,1908,92.01,primary,100,1
1908,1915,27.75,primary,100,1
1915,629,68.17,primary,100,1
629,1912,35.49,primary,100,1
1912,624,47.87,primary,100,1
624,31,81.03,primary,100,1
31,30,153.73,primary,100,1
30,630,62.36,primary,100,1
630,2835,39.1,primary,100,1
2835,529,13.84,primary,100,1
529,654,65.31,primary,100,1
654,2083,40.55,primary,100,1
2083,664,10.3,primary,100,1
664,2015,30.21,primary,100,1
2015,661,19.16,primary,100,1
661,2036,35.99,primary,100,1
2036,524,13.45,primary,100,1
524,646,56.01,primary,100,1
646,1985,36.91,primary,100,1
1985,110,41.21,primary,100,1
110,109,18.06,primary,100,1
109,2039,76.74,primary,100,1
2039,108,67.37,primary,100,1
2339,2341,40.66,residential,30,1
2341,1092,23.96,residential,30,1
1092,2343,22.37,residential,30,1
2343,2345,39.98,residential,30,1
2345,3155,41.36,residential,30,1
3155,3154,21.75,residential,30,1
2347,2346,137.41,residential,30,0
568,2346,134.27,residential,30,0
695,2349,23.8,residential,30,1
2349,2102,62.02,residential,30,1
2102,1949,40.0,residential,30,1
1949,2117,68.43,residential,30,1
2117,1952,60.04,residential,30,1
1952,2351,88.08,residential,30,1
2351,2357,5.37,residential,30,1
2357,2360,15.88,residential,30,1
2360,1951,20.36,residential,30,1
1951,2365,56.19,residential,30,1
2365,2370,136.87,residential,30,1
2370,2376,135.4,residential,30,1
2381,616,74.97,residential,30,1
616,611,73.96,residential,30,1
611,1939,75.68,residential,30,1
1939,603,14.41,residential,30,1
603,2095,17.45,residential,30,1
2095,607,83.0,residential,30,1
607,686,15.73,residential,30,1
686,606,97.28,residential,30,1
606,689,25.82,residential,30,1
689,601,470.16,residential,30,1
2395,3515,17.76,residential,30,1
3515,1940,129.71,residential,30,1
1940,2247,60.83,residential,30,1
2247,1945,71.33,residential,30,1
1945,1923,72.06,residential,30,1
1923,603,67.7,residential,30,1
602,608,100.37,residential,30,1
608,1669,78.53,residential,30,1
1669,612,109.87,residential,30,1
612,618,74.14,residential,30,1
618,2410,73.35,residential,30,1
2410,2415,102.28,residential,30,1
2415,3541,5.53,residential,30,1
3541,3542,6.12,residential,30,1
3542,3543,5.48,residential,30,1
3543,3544,5.23,residential,30,1
3544,3545,4.68,residential,30,1
3545,615,50.82,residential,30,1
615,3546,38.72,residential,30,1
3546,3537,6.04,residential,30,1
3537,3538,4.11,residential,30,1
3538,3539,4.27,residential,30,1
3539,3540,4.63,residential,30,1
3540,2248,5.44,residential,30,1
2248,2434,106.14,residential,30,1
609,2100,140.95,residential,30,1
2100,2050,63.26,residential,30,1
2050,604,33.17,residential,30,1
604,605,89.22,residential,30,1
605,602,61.66,residential,30,1
602,606,75.65,residential,30,1
607,608,88.15,residential,30,1
608,1946,57.4,residential,30,1
1946,364,39.63,residential,30,1
364,2086,26.16,residential,30,1
2086,610,30.77,residential,30,1
610,2092,35.2,residential,30,1
2092,613,131.83,residential,30,1
615,614,120.78,residential,30,1
614,617,74.13,residential,30,1
617,619,73.56,residential,30,1
564,1930,135.1,secondary,100,1
1930,675,97.65,secondary,100,1
675,678,92.07,secondary,100,1
678,620,149.2,secondary,100,1
620,3246,17.28,secondary,100,1
3246,621,88.3,secondary,100,1
621,3258,8.25,secondary,100,1
3258,627,53.26,secondary,100,1
627,2931,18.69,secondary,100,1
2931,3256,40.8,secondary,100,1
3256,626,23.79,secondary,100,1
626,3252,10.68,secondary,100,1
3252,622,75.97,secondary,100,1
622,636,84.79,secondary,100,1
636,2054,21.74,secondary,100,1
2054,1981,53.66,secondary,100,1
1981,633,9.45,secondary,100,1
633,1916,53.56,secondary,100,1
1916,1897,33.32,secondary,100,1
1897,2316,21.71,secondary,100,1
2316,1917,8.54,secondary,100,1
1917,623,23.61,secondary,100,1
623,1118,45.17,secondary,100,1
1118,2004,60.9,secondary,100,1
2004,1990,62.29,secondary,100,1
1990,2465,168.27,secondary,100,1
624,2122,51.81,residential,30,1
2122,625,63.65,residential,30,1
625,642,178.57,residential,30,1
642,626,109.46,residential,30,1
627,628,32.38,residential,30,1
628,2842,41.91,residential,30,1
2842,641,35.95,residential,30,1
641,2342,114.74,residential,30,1
2342,632,60.02,residential,30,1
632,682,65.79,residential,30,1
682,629,60.93,residential,30,1
630,631,80.86,residential,30,1
631,635,40.59,residential,30,1
635,638,85.17,residential,30,1
638,1991,25.62,residential,30,1
1991,640,57.04,residential,30,1
640,625,85.53,residential,30,1
625,632,84.13,residential,30,1
633,645,113.23,residential,30,1
645,634,13.87,residential,30,1
634,1905,26.24,residential,30,1
1905,1898,47.22,residential,30,1
1898,635,93.63,residential,30,1
636,644,111.56,residential,30,1
644,637,90.47,residential,30,1
637,638,89.03,residential,30,1
622,643,112.19,residential,30,1
643,639,13.66,residential,30,1
639,640,165.26,residential,30,1
646,647,109.28,residential,30,1
647,648,9.84,residential,30,1
648,649,9.16,residential,30,1
649,650,141.95,residential,30,1
650,651,20.57,residential,30,1
651,652,16.94,residential,30,1
653,658,54.25,residential,30,1
658,656,44.4,residential,30,1
656,524,65.96,residential,30,1
654,655,64.96,residential,30,1
655,662,49.2,residential,30,1
662,660,50.23,residential,30,1
660,656,50.51,residential,30,1
657,658,24.07,residential,30,1
658,659,50.1,residential,30,1
659,660,43.8,residential,30,1
660,661,66.32,residential,30,1
663,662,40.07,residential,30,1
662,664,66.1,residential,30,1
665,1918,46.12,residential,30,1
1918,684,46.44,residential,30,1
684,1932,115.75,residential,30,1
1932,620,57.36,residential,30,1
666,665,37.75,residential,30,1
665,1920,18.4,residential,30,1
1920,667,40.43,residential,30,1
667,1909,56.39,residential,30,1
1909,668,17.51,residential,30,1
668,669,16.19,residential,30,1
669,670,27.5,residential,30,1
670,671,30.15,residential,30,1
671,672,26.08,residential,30,1
672,673,26.55,residential,30,1
673,674,18.01,residential,30,1
674,1928,116.16,residential,30,1
1928,675,49.81,residential,30,1
676,679,74.21,secondary,100,1
679,2101,35.73,secondary,100,1
2101,2126,39.76,secondary,100,1
2126,669,17.05,secondary,100,1
669,677,35.86,secondary,100,1
677,683,46.67,secondary,100,1
683,1935,110.7,secondary,100,1
1935,678,57.38,secondary,100,1
679,1910,30.73,residential,30,1
1910,680,97.75,residential,30,1
680,681,92.47,residential,30,1
681,682,96.15,residential,30,1
674,1926,46.05,residential,30,1
1926,683,46.92,residential,30,1
683,1937,52.74,residential,30,1
1937,1936,43.18,residential,30,1
1936,684,53.75,residential,30,1
684,685,39.02,residential,30,1
686,1924,68.75,residential,30,1
1924,1944,71.58,residential,30,1
1944,1942,70.61,residential,30,1
1942,687,61.76,residential,30,1
687,373,98.56,residential,30,1
373,3516,35.12,residential,30,1
3516,688,13.3,residential,30,1
689,1925,69.63,residential,30,1
1925,1943,68.89,residential,30,1
1943,690,54.15,residential,30,1
690,1941,80.55,residential,30,1
1941,1760,46.65,residential,30,1
1760,691,23.93,residential,30,1
691,692,76.46,residential,30,1
609,693,7.5,residential,30,1
693,694,7.86,residential,30,1
694,695,19.94,residential,30,1
695,696,19.58,residential,30,1
696,697,20.58,residential,30,1
746,748,104.39,tertiary,70,1
748,749,507.71,tertiary,70,1
749,750,29.81,tertiary,70,1
750,2695,53.94,tertiary,70,1
2695,751,170.17,tertiary,70,1
751,2696,9.77,tertiary,70,1
2696,4067,11.47,tertiary,70,1
4067,2879,18.09,tertiary,70,1
2879,2318,69.2,tertiary,70,1
2318,1162,19.83,tertiary,70,1
1162,3440,50.35,tertiary,70,1
3440,3451,90.59,tertiary,70,1
3451,1160,27.45,tertiary,70,1
1160,2880,80.84,tertiary,70,1
2880,2881,11.19,tertiary,70,1
2881,1386,106.71,tertiary,70,1
1386,1385,10.99,tertiary,70,1
1385,2883,27.75,tertiary,70,1
2883,3361,18.83,tertiary,70,1
3361,1158,38.49,tertiary,70,1
1158,2693,5.62,tertiary,70,1
2693,3353,46.68,tertiary,70,1
3353,2884,56.34,tertiary,70,1
2884,1156,73.94,tertiary,70,1
1156,2701,78.07,tertiary,70,1
2701,2702,8.93,tertiary,70,1
2702,2703,7.77,tertiary,70,1
2703,4139,8.23,tertiary,70,1
4139,2901,64.97,tertiary,70,1
2901,2902,21.89,tertiary,70,1
2902,2903,26.79,tertiary,70,1
2903,3147,133.03,tertiary,70,1
3147,3892,3.64,tertiary,70,1
3892,3153,61.44,tertiary,70,1
3153,2904,110.72,tertiary,70,1
2904,4189,62.06,tertiary,70,1
4189,4202,328.98,tertiary,70,1
4202,4222,274.16,tertiary,70,1
4222,3182,340.42,tertiary,70,1
3182,2934,27.54,tertiary,70,1
2934,2935,343.45,tertiary,70,1
2935,2936,26.6,tertiary,70,1
2936,2937,22.39,tertiary,70,1
2937,151,27.39,tertiary,70,1
151,2938,51.11,tertiary,70,1
2938,2944,18.85,tertiary,70,1
2944,4330,101.91,tertiary,70,1
4330,4335,148.01,tertiary,70,1
4335,2963,110.4,tertiary,70,1
2963,3745,4.48,tertiary,70,1
3745,3152,141.07,tertiary,70,1
3152,2966,110.29,tertiary,70,1
2966,184,13.61,tertiary,70,1
184,2968,272.18,tertiary,70,1
2968,175,165.32,tertiary,70,1
175,162,31.15,tertiary,70,1
162,2969,84.77,tertiary,70,1
2969,2970,210.65,tertiary,70,1
2970,2972,87.63,tertiary,70,1
2972,2977,100.53,tertiary,70,1
2977,2385,22.94,tertiary,70,1
781,783,11.09,tertiary,70,1
783,784,14.15,tertiary,70,1
784,785,32.16,tertiary,70,1
785,918,24.76,tertiary,70,1
918,786,50.05,tertiary,70,1
786,788,26.35,tertiary,70,1
788,789,35.05,tertiary,70,1
789,790,29.31,tertiary,70,1
790,791,9.65,tertiary,70,1
791,793,13.15,tertiary,70,1
793,1343,15.82,tertiary,70,1
1343,794,13.97,tertiary,70,1
794,795,21.35,tertiary,70,1
795,796,40.32,tertiary,70,1
796,797,46.59,tertiary,70,1
797,798,19.68,tertiary,70,1
798,799,11.45,tertiary,70,1
799,800,14.44,tertiary,70,1
800,3708,37.67,tertiary,70,1
3708,801,13.96,tertiary,70,1
801,3654,24.07,tertiary,70,1
3654,3666,30.96,tertiary,70,1
3666,803,9.55,tertiary,70,1
803,3660,7.68,tertiary,70,1
3660,2699,19.07,tertiary,70,1
2699,805,18.33,tertiary,70,1
805,735,7.27,tertiary,70,1
735,806,19.94,tertiary,70,1
806,1219,72.48,tertiary,70,1
1219,1198,124.17,tertiary,70,1
1198,1199,21.25,tertiary,70,1
1199,1195,28.74,tertiary,70,1
1195,3668,60.24,tertiary,70,1
3668,1213,28.76,tertiary,70,1
1213,3682,21.96,tertiary,70,1
3682,1210,3.02,tertiary,70,1
1210,807,15.52,tertiary,70,1
807,1208,33.33,tertiary,70,1
1208,4471,39.86,tertiary,70,1
4471,1206,28.95,tertiary,70,1
1206,809,25.8,tertiary,70,1
809,812,16.47,tertiary,70,1
812,810,40.33,tertiary,70,1
810,808,14.01,tertiary,70,1
808,811,23.66,tertiary,70,1
811,2854,43.06,tertiary,70,1
2854,2849,75.68,tertiary,70,1
2849,813,8.63,tertiary,70,1
813,3566,96.61,tertiary,70,1
3566,2331,38.99,tertiary,70,1
2331,2694,0.73,tertiary,70,1
2694,814,27.37,tertiary,70,1
814,2330,36.99,tertiary,70,1
2330,2373,68.02,tertiary,70,1
2373,2379,54.44,tertiary,70,1
3091,823,280.03,tertiary,70,1
823,2299,28.56,tertiary,70,1
2299,2272,212.33,tertiary,70,1
2272,2673,58.07,tertiary,70,1
2673,2286,82.53,tertiary,70,1
2286,3061,15.61,tertiary,70,1
3061,3861,354.96,tertiary,70,1
3861,4252,9.7,tertiary,70,1
4252,3076,8.81,tertiary,70,1
3076,3090,11.14,tertiary,70,1
3090,816,40.55,tertiary,70,1
816,2859,200.68,tertiary,70,1
2859,817,310.37,tertiary,70,1
817,818,60.45,tertiary,70,1
818,3036,13.0,tertiary,70,1
3036,3037,8.28,tertiary,70,1
3037,3038,11.57,tertiary,70,1
3038,3039,112.98,tertiary,70,1
3039,3040,9.36,tertiary,70,1
3040,3041,9.29,tertiary,70,1
3041,3045,11.73,tertiary,70,1
3045,3046,219.32,tertiary,70,1
3046,2304,399.98,tertiary,70,1
106,1271,13.91,tertiary,40,1
1271,3093,212.72,tertiary,40,1
3093,841,95.19,tertiary,40,1
841,3211,17.68,tertiary,40,1
3211,3419,8.44,tertiary,40,1
3419,842,3.82,tertiary,40,1
842,843,24.05,tertiary,40,1
843,844,31.5,tertiary,40,1
844,845,104.81,tertiary,40,1
845,3692,48.43,tertiary,40,1
3692,1307,16.58,tertiary,40,1
1307,846,27.89,tertiary,40,1
846,3129,17.59,tertiary,40,1
3129,847,28.42,tertiary,40,1
847,1313,38.26,tertiary,40,1
1313,848,31.63,tertiary,40,1
848,1353,25.33,tertiary,40,1
1353,849,83.76,tertiary,40,1
849,476,26.6,tertiary,40,1
476,482,93.58,tertiary,40,1
482,3139,136.75,tertiary,40,1
3139,1284,40.12,tertiary,40,1
1284,3141,22.63,tertiary,40,1
3141,3143,17.88,tertiary,40,1
3143,850,24.37,tertiary,40,1
850,854,90.17,tertiary,40,1
854,2372,110.38,tertiary,40,1
2372,2378,95.24,tertiary,40,1
3160,2927,61.85,residential,30,1
2927,3161,4.79,residential,30,1
3161,1165,46.89,residential,30,1
1165,3162,4.7,residential,30,1
3162,857,42.07,residential,30,1
857,858,48.18,residential,30,1
858,859,115.67,residential,30,1
859,2008,14.35,residential,30,1
2008,860,30.5,residential,30,1
860,861,79.93,residential,30,1
861,1986,19.67,residential,30,1
1986,862,32.14,residential,30,1
862,863,29.6,residential,30,1
863,2055,30.25,residential,30,1
2055,864,29.76,residential,30,1
864,865,28.62,residential,30,1
865,866,22.92,residential,30,1
866,867,17.49,residential,30,1
867,868,26.91,residential,30,1
868,869,33.52,residential,30,1
869,1200,30.12,residential,30,1
1200,1201,47.15,residential,30,1
1201,870,35.92,residential,30,1
870,955,54.54,residential,30,1
955,1246,16.95,residential,30,1
1246,2062,12.15,residential,30,1
2062,871,20.7,residential,30,1
871,872,44.22,residential,30,1
872,873,75.97,residential,30,1
873,874,76.59,residential,30,1
874,875,73.76,residential,30,1
875,876,70.63,residential,30,1
876,2141,32.23,residential,30,1
3183,878,37.77,service,10,1
878,879,83.21,service,10,1
879,880,49.79,service,10,1
880,881,24.08,service,10,1
881,882,21.84,service,10,1
882,883,102.17,service,10,1
883,884,51.14,service,10,1
884,885,210.49,service,10,1
885,886,138.73,service,10,1
886,2965,98.84,service,10,1
2965,887,23.21,service,10,1
887,888,22.66,service,10,1
3221,2914,1.66,service,10,1
2914,2915,6.56,service,10,1
2915,3228,24.16,service,10,1
3228,3227,32.58,service,10,1
3227,3231,37.56,service,10,1
3231,3232,22.99,service,10,1
3232,3233,20.61,service,10,1
3233,3235,23.49,service,10,1
3235,3236,17.22,service,10,1
3236,3237,12.31,service,10,1
3237,3238,8.95,service,10,1
3238,3239,9.41,service,10,1
3239,3240,9.94,service,10,1
3240,3241,9.72,service,10,1
3241,2916,7.21,service,10,1
2916,3242,10.65,service,10,1
3242,2913,37.08,service,10,1
2913,2917,56.63,service,10,1
2917,2900,11.81,service,10,1
