source,target,length,type,speed,bidirectional
1,239,55.35,primary,100,1
239,245,41.98,primary,100,1
245,244,39.43,primary,100,1
244,9858,28.88,primary,100,1
9858,243,15.23,primary,100,1
243,242,56.14,primary,100,1
242,6518,5.66,primary,100,1
6518,241,36.45,primary,100,1
241,273,21.91,primary,100,1
6,91,30.08,primary,40,1
4803,6689,62.17,primary,40,1
6689,4790,19.23,primary,40,1
4790,7,22.64,primary,40,1
7,4787,19.98,primary,40,1
15,3084,20.49,primary,40,0
3084,6078,13.16,primary,40,0
6078,3085,55.49,primary,40,0
3085,6031,4.39,primary,40,0
6031,6025,5.64,primary,40,0
6025,4691,5.11,primary,40,0
4691,6027,14.13,primary,40,0
6027,7044,6.37,primary,40,0
7044,6029,4.97,primary,40,0
6029,5078,4.94,primary,40,0
5078,6024,4.22,primary,40,0
6024,5079,12.55,primary,40,0
5079,6028,6.28,primary,40,0
6028,5080,7.88,primary,40,0
5080,278,80.05,primary,40,0
32,2977,108.11,primary,100,0
2977,6897,108.73,primary,100,0
6897,2976,10.53,primary,100,0
2976,420,16.84,primary,100,0
4669,16,120.19,primary_link,50,0
16,17,46.43,primary_link,50,0
17,4658,63.21,primary_link,50,0
4658,0,37.11,primary_link,50,0
18,4635,40.11,primary_link,40,0
4635,4637,23.34,primary_link,40,0
4637,4662,13.49,primary_link,40,0
4662,4627,18.75,primary_link,40,0
4627,4668,18.91,primary_link,40,0
4668,4666,20.39,primary_link,40,0
4666,4664,20.46,primary_link,40,0
4664,4653,16.7,primary_link,40,0
4653,4644,20.1,primary_link,40,0
4644,4669,33.63,primary_link,40,0
288,22,30.0,primary_link,30,0
22,21,23.38,primary_link,30,0
21,20,14.58,primary_link,30,0
20,19,13.3,primary_link,30,0
19,26,15.1,primary_link,30,0
26,24,14.61,primary_link,30,0
24,27,21.29,primary_link,30,0
27,25,40.7,primary_link,30,0
25,23,115.06,primary_link,30,0
30,35,16.69,primary_link,30,0
35,31,6.55,primary_link,30,0
31,34,11.79,primary_link,30,0
34,32,25.73,primary_link,30,0
12,39,18.37,primary_link,30,0
39,40,16.03,primary_link,30,0
40,37,12.05,primary_link,30,0
44,7081,2.42,primary,40,0
7081,47,152.87,primary,40,0
47,48,106.51,primary,40,0
5948,5947,37.35,primary,30,0
5947,11436,4.27,primary,30,0
11436,5946,5.5,primary,30,0
252,4929,15.45,primary,100,1
4929,251,36.86,primary,100,1
251,6517,17.32,primary,100,1
6517,250,37.48,primary,100,1
250,248,40.67,primary,100,1
248,249,34.87,primary,100,1
249,247,34.3,primary,100,1
247,246,35.31,primary,100,1
246,240,61.12,primary,100,1
240,8290,21.71,primary,100,1
8290,8291,7.52,primary,100,1
8291,1,11.08,primary,100,1
32251,32252,66.51,residential,30,0
32252,32307,6.18,residential,30,0
32307,32328,3.92,residential,30,0
32328,32329,15.97,residential,30,0
32329,32330,11.54,residential,30,0
32330,44,9.49,residential,30,0
32249,32305,32.14,residential,30,1
32305,32316,39.45,residential,30,1
32316,32253,63.2,residential,30,1
32253,32325,14.01,residential,30,1
32325,32250,10.55,residential,30,1
32250,32251,50.39,residential,30,1
32251,43,60.58,residential,30,1
47,32304,6.36,residential,30,1
32304,32254,25.95,residential,30,1
49,269,97.26,primary,30,1
52,7417,6.81,primary,40,0
7417,55,9.14,primary,40,0
55,9663,15.53,primary,40,0
5667,5665,10.1,primary,50,0
5665,5679,9.54,primary,50,0
5679,5674,17.7,primary,50,0
5674,5678,64.72,primary,50,0
5678,4100,43.57,primary,50,0
4100,6408,66.23,primary,50,0
6408,6701,27.55,primary,50,0
6701,5661,47.24,primary,50,0
5661,77,25.43,primary,50,0
77,7920,19.78,primary,50,0
7920,7919,37.64,primary,50,0
7919,75,21.89,primary,50,0
85,5649,45.1,primary,50,0
5649,5681,17.97,primary,50,0
5681,5659,15.97,primary,50,0
5659,5647,15.59,primary,50,0
5647,84,17.4,primary,50,0
84,6729,56.56,primary,50,0
6729,5648,51.21,primary,50,0
5648,4101,64.87,primary,50,0
4101,4102,18.53,primary,50,0
4102,5680,23.42,primary,50,0
5680,5655,15.0,primary,50,0
5655,5658,9.75,primary,50,0
5658,5682,11.01,primary,50,0
5682,66,13.35,primary,50,0
5651,5686,5.29,primary_link,50,0
5686,5652,6.42,primary_link,50,0
5652,5669,10.75,primary_link,50,0
5669,66,12.94,primary_link,50,0
5656,31362,15.31,secondary,40,0
31362,31259,16.21,secondary,40,0
31259,89,55.9,secondary,40,0
31375,31263,5.79,secondary,40,0
31263,31373,5.78,secondary,40,0
31373,31376,5.79,secondary,40,0
31376,90,7.51,secondary,40,0
4795,31942,8.92,secondary,100,0
31942,31900,6.41,secondary,100,0
31900,31854,31.14,secondary,100,0
31854,31901,31.47,secondary,100,0
31901,97,10.82,secondary,100,0
4787,4785,29.14,primary,100,1
98,6743,14.16,primary_link,30,0
6743,94,12.01,primary_link,30,0
4806,93,8.81,primary_link,30,0
93,4805,4.72,primary_link,30,0
4805,6741,42.84,primary_link,30,0
6741,96,11.61,primary_link,30,0
4798,6742,6.03,primary_link,30,0
6742,4804,47.02,primary_link,30,0
4804,4806,11.51,primary_link,30,0
96,98,21.95,primary,30,0
98,4797,2.84,primary,30,0
4797,4796,2.7,primary,30,0
4796,4794,2.42,primary,30,0
4794,4793,2.75,primary,30,0
4793,4792,2.67,primary,30,0
4792,4791,3.92,primary,30,0
4791,95,4.01,primary,30,0
4807,31357,8.18,tertiary,70,0
31357,31268,28.02,tertiary,70,0
31268,31359,5.64,tertiary,70,0
31359,31267,9.56,tertiary,70,0
31267,31273,16.43,tertiary,70,0
31273,31272,24.01,tertiary,70,0
31272,31271,53.12,tertiary,70,0
31271,31270,30.75,tertiary,70,0
31270,31269,69.44,tertiary,70,0
31269,31338,18.47,tertiary,70,0
31338,31351,20.79,tertiary,70,0
31351,31266,20.27,tertiary,70,0
31266,31311,13.51,tertiary,70,0
31311,31265,15.5,tertiary,70,0
31265,31264,43.69,tertiary,70,0
31264,31845,14.38,tertiary,70,0
31845,31846,13.66,tertiary,70,0
31846,31899,28.7,tertiary,70,0
31899,95,15.13,tertiary,70,0
5650,4096,9.03,primary_link,30,0
4096,7470,4.07,primary_link,30,0
7470,4097,8.18,primary_link,30,0
4097,4098,48.01,primary_link,30,0
4098,7474,10.56,primary_link,30,0
7474,4099,2.04,primary_link,30,0
4099,4095,12.92,primary_link,30,0
31940,31855,2.07,secondary,100,0
31855,31781,28.73,secondary,100,0
31781,31937,8.77,secondary,100,0
31937,127,44.72,secondary,100,0
132,3013,9.28,primary,30,0
3013,7165,20.22,primary,30,0
7165,3014,30.33,primary,30,0
3014,227,62.74,primary,30,0
227,4772,33.33,primary,30,0
4772,133,7.71,primary,30,0
133,7992,29.45,primary,30,0
7992,134,1.15,primary,30,0
134,91,10.99,primary,30,0
133,4769,13.81,primary_link,30,0
4769,137,9.79,primary_link,30,0
137,4768,8.85,primary_link,30,0
4768,7476,6.35,primary_link,30,0
7476,138,2.47,primary_link,30,0
138,136,14.5,primary_link,30,0
133,6736,13.46,primary,30,0
6736,7993,15.32,primary,30,0
7993,4771,2.34,primary,30,0
4771,4770,15.12,primary,30,0
4770,6,11.22,primary,30,0
6,7991,20.75,primary,50,0
7991,231,19.73,primary,50,0
231,4777,19.53,primary,50,0
4777,149,27.1,primary,50,0
149,8292,2.14,primary,50,0
8292,5,45.28,primary,50,0
5,5945,5.46,primary,50,0
5945,4,5.08,primary,50,0
4,232,35.19,primary,50,0
232,236,44.44,primary,50,0
236,234,59.86,primary,50,0
234,6685,3.88,primary,50,0
6685,9860,41.51,primary,50,0
9860,235,7.08,primary,50,0
235,6686,30.97,primary,50,0
6686,237,13.23,primary,50,0
237,9859,66.92,primary,50,0
9859,6687,3.23,primary,50,0
6687,8608,95.74,primary,50,0
8608,7075,9.64,primary,50,0
7075,7076,18.02,primary,50,0
7076,275,30.35,primary,50,0
74,6735,8.13,primary,40,0
6735,144,8.32,primary,40,0
144,143,21.55,primary,40,0
143,5666,23.94,primary,40,0
5666,6813,79.09,primary,40,0
6813,6,14.76,primary,40,0
91,139,102.08,primary,40,0
139,140,24.62,primary,40,0
140,142,20.19,primary,40,0
142,776,17.73,primary,40,0
776,5670,13.58,primary,40,0
777,7921,17.29,primary,40,0
7921,5660,28.56,primary,40,0
5660,75,31.33,primary,40,0
139,141,21.74,primary_link,30,0
141,6734,15.72,primary_link,30,0
6734,76,16.12,primary_link,30,0
145,5688,24.81,primary_link,30,0
5688,5684,7.91,primary_link,30,0
5684,5668,5.44,primary_link,30,0
5668,5676,8.84,primary_link,30,0
5676,5654,7.89,primary_link,30,0
5654,5677,14.22,primary_link,30,0
5677,5673,10.16,primary_link,30,0
5673,5666,19.17,primary_link,30,0
6,4776,24.2,primary,30,0
4776,7043,8.31,primary,30,0
7043,146,20.44,primary,30,0
146,9030,8.65,primary,30,0
9030,4781,7.82,primary,30,0
4781,7194,12.39,primary,30,0
7194,7987,26.99,primary,30,0
7987,127,23.99,primary,30,0
151,9028,6.22,primary,50,0
9028,9029,9.39,primary,50,0
9029,152,61.39,primary,50,0
152,153,99.17,primary,50,0
153,6688,51.42,primary,50,0
6688,154,26.83,primary,50,0
154,155,38.9,primary,50,0
155,233,54.51,primary,50,0
233,8288,47.11,primary,50,0
8288,156,3.97,primary,50,0
156,148,52.21,primary,50,0
148,6814,66.98,primary,50,0
6814,4778,5.19,primary,50,0
4778,7989,22.54,primary,50,0
7989,6,26.66,primary,50,0
4778,150,3.13,primary,100,0
150,8084,2.82,primary,100,0
8084,4779,6.3,primary,100,0
4779,4780,5.59,primary,100,0
4780,7194,38.28,primary,100,0
127,31820,36.8,tertiary,50,0
31820,31783,36.08,tertiary,50,0
31783,31780,54.67,tertiary,50,0
31780,31785,4.52,tertiary,50,0
31785,31786,24.81,tertiary,50,0
31786,31787,53.69,tertiary,50,0
31787,31788,41.15,tertiary,50,0
31788,31819,31.73,tertiary,50,0
31819,31994,39.15,tertiary,50,0
31994,31995,76.46,tertiary,50,0
31995,31997,47.11,tertiary,50,0
31997,31996,38.7,tertiary,50,0
31996,32017,7.29,tertiary,50,0
32017,32008,7.71,tertiary,50,0
32008,32020,3.15,tertiary,50,0
32020,32018,7.48,tertiary,50,0
32018,32010,11.77,tertiary,50,0
31789,31944,7.32,secondary,30,0
31944,31790,6.87,secondary,30,0
31790,31791,17.8,secondary,30,0
31791,31945,63.63,secondary,30,0
31945,147,5.2,secondary,30,0
160,5469,136.32,primary,40,0
6816,7471,5.84,primary_link,30,0
7471,4810,5.42,primary_link,30,0
4810,168,4.96,primary_link,30,0
168,170,15.74,primary_link,30,0
170,166,8.13,primary_link,30,0
166,131,9.27,primary_link,30,0
163,2914,76.8,primary,50,0
2914,6818,93.01,primary,50,0
6818,180,8.7,primary,50,0
180,176,34.19,primary,50,0
176,181,40.73,primary,50,0
181,171,37.66,primary,50,0
171,2915,19.58,primary,50,0
2915,177,14.59,primary,50,0
177,2912,33.89,primary,50,0
2912,2913,39.04,primary,50,0
2913,172,45.19,primary,50,0
172,173,15.74,primary,50,0
173,174,8.56,primary,50,0
174,4549,5.88,primary,50,0
4549,178,4.95,primary,50,0
178,175,23.52,primary,50,0
175,179,15.96,primary,50,0
179,182,28.96,primary,50,0
182,183,9.48,primary,50,0
183,195,7.36,primary,50,0
195,191,11.94,primary,50,0
226,31796,12.3,secondary_link,30,0
31796,31793,14.85,secondary_link,30,0
31793,31794,11.49,secondary_link,30,0
31794,31795,12.61,secondary_link,30,0
31795,31792,15.74,secondary_link,30,0
31792,31941,9.37,secondary_link,40,0
31941,160,36.95,secondary_link,40,0
227,31799,55.04,residential,30,0
31799,31797,47.02,residential,30,0
31797,31798,66.14,residential,30,0
31800,31799,6.24,residential,30,1
31799,31939,46.77,residential,30,1
31939,128,7.81,residential,30,1
92,31914,7.65,residential,30,1
31914,31801,52.44,residential,30,1
7165,31802,17.26,residential,30,1
31802,31797,43.02,residential,30,1
31797,31915,48.08,residential,30,1
31915,92,7.37,residential,30,1
135,31912,8.2,residential,30,1
31912,31890,4.41,residential,30,1
31890,31803,36.21,residential,30,1
31804,31798,14.47,residential,30,1
31798,31913,49.34,residential,30,1
31913,135,7.3,residential,30,1
31851,31833,13.8,tertiary,40,0
31833,31806,40.46,tertiary,40,0
31806,31808,19.39,tertiary,40,0
31808,31831,24.43,tertiary,40,0
31831,31832,30.52,tertiary,40,0
31832,31805,8.6,tertiary,40,0
31805,31809,71.6,tertiary,40,0
31809,31807,42.94,tertiary,40,0
31807,3013,25.74,tertiary,40,0
228,31286,76.04,tertiary,30,0
31286,31274,45.7,tertiary,30,0
31274,31822,41.77,tertiary,30,0
31822,31810,60.86,tertiary,30,0
31810,31849,8.52,tertiary,30,0
31849,31851,14.24,tertiary,30,0
31851,31896,3.85,tertiary,30,0
31896,94,9.74,tertiary,30,0
31782,31910,9.01,residential,30,0
31910,31811,40.74,residential,30,0
31811,229,39.57,residential,30,0
158,31784,41.85,residential,30,0
31784,31938,34.24,residential,30,0
31938,31781,14.92,residential,30,0
31781,31936,11.16,residential,30,0
31936,31935,45.09,residential,30,0
31935,133,23.09,residential,30,0
31837,31834,54.49,service,10,1
31834,31835,15.47,service,10,1
31835,31836,15.72,service,10,1
31836,31838,45.69,service,10,1
31838,31839,5.21,service,10,1
31839,31958,37.4,service,10,1
31958,31959,6.24,service,10,1
31959,31960,3.93,service,10,1
31960,31840,64.53,service,10,1
31840,31814,9.16,service,10,1
31814,31841,11.59,service,10,1
31841,31815,9.04,service,10,1
31815,31842,29.04,service,10,1
31842,31843,3.96,service,10,1
31843,31844,3.2,service,10,1
31844,31933,2.34,service,10,1
31933,31934,3.52,service,10,1
31934,231,4.78,service,10,1
31816,31818,43.37,residential,30,0
31818,31817,53.24,residential,30,0
31817,31954,56.89,residential,30,0
31954,31953,47.1,residential,30,0
31953,149,71.56,residential,30,0
232,31953,38.67,residential,30,0
31953,148,67.32,residential,30,0
233,31817,69.3,residential,30,1
31817,234,33.58,residential,30,1
155,31818,69.1,residential,30,1
31818,235,32.24,residential,30,1
236,31954,36.47,residential,30,0
31954,156,68.75,residential,30,0
154,31952,14.78,residential,30,1
31952,31816,55.28,residential,30,1
31816,237,30.71,residential,30,1
6687,32014,7.95,residential,30,1
32014,32025,1.73,residential,30,1
32025,32024,19.05,residential,30,1
32024,32023,48.71,residential,30,1
32023,153,18.47,residential,30,1
7075,32012,9.62,residential,30,1
32012,32013,64.67,residential,30,1
32013,152,16.04,residential,30,1
238,31908,43.92,residential,30,0
31908,31856,34.61,residential,30,0
31856,31859,4.7,residential,30,0
31859,125,8.79,residential,30,0
31998,32029,10.77,secondary,40,0
32029,32081,2.2,secondary,40,0
32081,32027,4.24,secondary,40,0
32027,32026,26.8,secondary,40,0
32026,32074,48.55,secondary,40,0
32074,239,10.31,secondary,40,0
240,32075,7.88,secondary,100,0
32075,32032,28.73,secondary,100,0
32032,32076,26.09,secondary,100,0
32076,32028,8.84,secondary,100,0
32001,32002,72.7,residential,30,0
32002,242,59.18,residential,30,0
32006,32003,68.93,residential,30,0
32003,243,58.04,residential,30,0
32004,32030,62.5,residential,30,0
32030,244,57.94,residential,30,0
32005,32031,54.26,residential,30,0
32031,245,59.77,residential,30,0
32257,32258,29.75,residential,30,0
32258,247,34.02,residential,30,0
249,32260,34.67,residential,30,0
250,32263,34.59,residential,30,0
32263,32262,25.51,residential,30,0
32265,32261,22.48,residential,30,0
32261,251,35.8,residential,30,0
32259,32256,22.05,residential,30,1
32256,32264,15.7,residential,30,1
32264,252,22.48,residential,30,1
8293,10498,4.08,primary_link,60,0
10498,10499,4.07,primary_link,60,0
10499,10497,4.06,primary_link,60,0
10497,10496,4.08,primary_link,60,0
10496,258,22.05,primary_link,60,0
258,8502,3.22,primary_link,60,0
8502,259,3.22,primary_link,60,0
259,11470,3.21,primary_link,60,0
11470,8503,2.91,primary_link,60,0
8503,10500,2.93,primary_link,60,0
10500,10501,2.93,primary_link,60,0
10501,8501,2.93,primary_link,60,0
8501,260,10.13,primary_link,60,0
32267,32292,22.38,secondary,30,1
32292,32314,53.82,secondary,30,1
32314,6032,9.84,secondary,30,1
262,5473,61.29,primary,100,0
5473,5472,55.3,primary,100,0
5472,8248,46.01,primary,100,0
8248,5471,60.94,primary,100,0
5471,5470,60.14,primary,100,0
5470,9792,30.43,primary,100,0
9792,6572,2.53,primary,100,0
6572,9791,10.75,primary,100,0
9791,263,10.87,primary,100,0
263,49,21.74,primary,100,0
49,32465,9.66,residential,30,0
32465,32474,4.2,residential,30,0
32474,32466,4.55,residential,30,0
32466,32464,20.43,residential,30,0
32464,32463,7.53,residential,30,0
32463,32473,7.65,residential,30,0
32473,32431,11.0,residential,30,0
32431,32430,23.05,residential,30,0
32430,32434,29.97,residential,30,0
32434,32429,27.52,residential,30,0
5690,6822,1.87,primary,40,1
6822,2371,91.5,primary,40,1
2371,6820,18.45,primary,40,1
6820,265,21.49,primary,40,1
265,2370,30.45,primary,40,1
2370,6511,19.26,primary,40,1
6511,8249,23.5,primary,40,1
8249,6823,27.3,primary,40,1
6823,2369,18.29,primary,40,1
2369,266,24.38,primary,40,1
266,6821,76.2,primary,40,1
6821,2368,6.93,primary,40,1
32331,32346,8.77,residential,30,0
32346,32370,17.37,residential,30,0
32370,267,4.75,residential,30,0
32332,32356,21.03,residential,30,0
32356,32354,48.63,residential,30,0
32354,5473,48.29,residential,30,0
5473,32338,53.7,residential,30,0
32338,32364,44.02,residential,30,0
32364,32333,4.34,residential,30,0
32432,32438,20.36,residential,30,0
32438,32437,48.87,residential,30,0
32437,5471,48.29,residential,30,0
5471,32336,48.24,residential,30,0
32336,32363,47.2,residential,30,0
32363,32339,4.12,residential,30,0
5470,32433,70.55,residential,30,0
263,32445,6.56,service,10,1
32445,32435,78.99,service,10,1
270,32308,10.26,residential,30,0
32308,32272,37.49,residential,30,0
261,32309,9.07,residential,30,1
32309,32268,30.53,residential,30,1
32268,32269,30.41,residential,30,1
32269,32270,11.12,residential,30,1
32270,32271,48.62,residential,30,1
32271,32276,11.5,residential,30,1
32276,32324,8.38,residential,30,1
32324,32323,10.65,residential,30,1
32323,32322,7.49,residential,30,1
272,32303,8.45,residential,30,0
32303,32285,2.04,residential,30,0
32285,32286,3.71,residential,30,0
32286,32287,3.59,residential,30,0
32287,32034,181.82,residential,30,0
32034,32035,54.42,residential,30,0
32035,32036,21.28,residential,30,0
32036,32047,8.52,residential,30,0
274,32039,49.64,residential,30,1
32039,32040,41.22,residential,30,1
32040,32049,97.28,residential,30,1
32049,32050,113.07,residential,30,1
32050,32041,16.84,residential,30,1
32041,32048,7.65,residential,30,1
32048,32045,8.48,residential,30,1
32045,32042,16.38,residential,30,1
32042,32043,84.51,residential,30,1
32043,32044,154.35,residential,30,1
32044,32085,4.27,residential,30,1
32085,32084,3.91,residential,30,1
32084,32051,3.95,residential,30,1
32051,32046,3.95,residential,30,1
275,8610,21.27,primary_link,40,0
8610,7908,19.52,primary_link,40,0
7908,6910,16.56,primary_link,40,0
6910,274,13.76,primary_link,40,0
274,273,56.82,primary_link,40,0
273,2,17.0,primary,40,0
2,8289,59.4,primary,40,0
8289,7907,10.03,primary,40,0
7907,3,6.6,primary,40,0
58,9824,24.87,primary,100,0
9824,276,58.9,primary,100,0
276,32064,24.8,residential,30,1
32064,32065,12.41,residential,30,1
32065,32063,11.53,residential,30,1
32063,32066,12.68,residential,30,1
32066,32054,6.16,residential,30,1
32054,32052,11.09,residential,30,1
32052,32046,208.99,residential,30,1
32046,32055,68.42,residential,30,1
32055,32053,64.14,residential,30,1
279,291,52.4,primary,100,0
291,295,64.53,primary,100,0
277,281,22.26,primary_link,60,0
277,290,28.06,primary_link,60,0
290,289,19.26,primary_link,60,0
289,282,11.04,primary_link,60,0
282,285,15.21,primary_link,60,0
285,288,28.06,primary_link,60,0
6024,4674,21.41,primary_link,30,0
4674,4685,51.35,primary_link,30,0
4685,4692,15.19,primary_link,30,0
4692,4683,9.95,primary_link,30,0
4683,287,10.91,primary_link,30,0
287,288,29.13,primary_link,30,0
281,4701,13.61,primary_link,60,0
4701,4675,7.03,primary_link,60,0
4675,6030,6.33,primary_link,60,0
6030,4686,8.37,primary_link,60,0
4686,4689,17.51,primary_link,60,0
4689,4700,44.77,primary_link,60,0
4700,295,40.53,primary_link,60,0
284,6749,11.08,primary_link,30,0
6749,292,11.15,primary_link,30,0
292,293,38.06,primary_link,30,0
293,294,36.83,primary_link,30,0
294,295,38.74,primary_link,30,0
297,6581,0.55,primary,100,0
6581,515,24.53,primary,100,0
315,5579,24.89,primary,100,1
5579,5596,15.78,primary,100,1
5596,5581,18.68,primary,100,1
5581,5585,17.4,primary,100,1
5585,5592,15.85,primary,100,1
5592,5582,15.23,primary,100,1
5582,5598,13.18,primary,100,1
5598,5580,20.21,primary,100,1
5580,5597,25.89,primary,100,1
5597,7160,4.31,primary,100,1
7160,5606,17.67,primary,100,1
5606,5602,11.52,primary,100,1
5602,5605,28.84,primary,100,1
5605,5604,18.7,primary,100,1
5604,5590,18.71,primary,100,1
5590,5601,18.91,primary,100,1
5601,5603,18.89,primary,100,1
5603,5572,16.33,primary,100,1
5572,5599,15.63,primary,100,1
5599,5600,18.18,primary,100,1
5600,5575,16.61,primary,100,1
5575,5594,22.15,primary,100,1
5594,314,28.98,primary,100,1
314,313,28.33,primary,100,1
313,2961,22.01,primary,100,1
2961,312,21.29,primary,100,1
312,355,34.57,primary,100,1
355,3132,14.69,primary,100,1
3132,8316,16.87,primary,100,1
8316,335,40.08,primary,100,1
335,336,26.89,primary,100,1
336,356,25.07,primary,100,1
356,329,22.81,primary,100,1
329,330,23.62,primary,100,1
330,357,23.22,primary,100,1
357,5593,19.33,primary,100,1
5593,5595,22.53,primary,100,1
5595,2960,79.33,primary,100,1
2960,331,27.03,primary,100,1
331,332,28.83,primary,100,1
332,2959,17.97,primary,100,1
2959,337,51.81,primary,100,1
337,9239,77.77,primary,100,1
9239,8315,108.41,primary,100,1
8315,333,16.36,primary,100,1
333,6366,20.22,primary,100,1
6366,6365,43.25,primary,100,1
6365,334,79.36,primary,100,1
2388,4382,35.19,secondary,40,0
4382,29302,13.32,secondary,40,0
29241,29268,17.12,secondary,100,0
29268,29272,6.17,secondary,100,0
29272,7219,7.11,secondary,100,0
5607,361,29.23,primary_link,60,0
3275,5578,22.21,primary,100,0
5578,5583,13.81,primary,100,0
5583,363,8.53,primary,100,0
363,362,31.51,primary,100,0
362,365,32.53,primary,100,0
364,4616,71.44,primary_link,60,0
4616,7217,11.62,primary_link,60,0
5573,5608,34.7,primary,100,0
29365,29366,13.42,secondary,100,0
29366,29393,6.74,secondary,100,0
29393,29267,38.01,secondary,100,0
29267,366,29.45,secondary,100,0
366,360,39.24,secondary,100,0
592,8443,17.94,primary,100,0
8443,584,12.24,primary,100,0
584,4091,12.69,primary,100,0
4091,10525,11.28,primary,100,0
10525,10517,11.86,primary,100,0
10517,721,6.96,primary,100,0
374,8273,13.02,primary,100,1
8273,375,12.4,primary,100,1
375,376,18.16,primary,100,1
376,377,11.55,primary,100,1
377,415,12.18,primary,100,1
415,6710,11.63,primary,100,1
374,400,19.91,primary,100,0
400,401,11.26,primary,100,0
401,402,11.16,primary,100,0
402,403,9.91,primary,100,0
373,5622,17.38,primary,100,0
5622,5612,8.93,primary,100,0
5612,5621,6.88,primary,100,0
5621,5628,7.62,primary,100,0
5628,411,8.73,primary,100,0
30370,30368,10.76,secondary_link,60,0
30368,30371,16.2,secondary_link,60,0
30371,30374,27.37,secondary_link,60,0
30374,30373,11.29,secondary_link,60,0
30373,405,9.35,secondary_link,60,0
411,4168,2.48,primary,100,0
4168,4169,2.48,primary,100,0
4169,406,2.47,primary,100,0
406,4157,2.48,primary,100,0
4157,4158,2.47,primary,100,0
4158,4159,2.48,primary,100,0
4164,403,2.95,primary_link,60,1
405,4159,6.6,primary_link,60,1
420,4687,31.34,primary,100,0
4687,4676,32.5,primary,100,0
4676,4690,31.41,primary,100,0
4690,11720,6.4,primary,100,0
11720,4680,6.56,primary,100,0
4680,4677,13.26,primary,100,0
4677,4678,20.62,primary,100,0
423,7112,42.14,primary,100,0
7112,424,24.41,primary,100,0
3909,7111,8.71,primary,100,0
7111,6692,10.09,primary,100,0
6692,4699,76.89,primary,100,0
4699,4679,25.79,primary,100,0
417,4696,97.53,primary,100,0
4696,4694,67.32,primary,100,0
4694,5956,37.81,primary,100,0
5956,5951,11.97,primary,100,0
5951,5950,10.57,primary,100,0
5950,5954,5.91,primary,100,0
5954,5953,7.38,primary,100,0
3906,4695,8.03,primary,100,0
6748,11504,21.1,primary_link,60,0
11504,11505,8.77,primary_link,60,0
11505,11503,7.4,primary_link,60,0
11503,438,14.36,primary_link,60,0
6748,4688,19.82,primary,100,0
4688,4695,21.17,primary,100,0
5952,5955,7.75,primary,100,0
5955,5953,10.57,primary,100,0
31251,31242,68.73,residential,30,0
31242,516,79.67,residential,30,0
31236,31198,42.44,tertiary,70,0
31198,31218,3.14,tertiary,70,0
31218,31143,9.61,tertiary,70,0
31143,31185,12.86,tertiary,70,0
31185,31197,3.19,tertiary,70,0
31197,31184,5.69,tertiary,70,0
31184,434,9.24,tertiary,70,0
517,31217,8.64,tertiary,70,0
31217,31145,6.21,tertiary,70,0
31145,31146,10.92,tertiary,70,0
31146,31144,37.72,tertiary,70,0
420,31150,70.49,residential,40,0
31150,31148,14.17,residential,40,0
31148,31151,8.37,residential,40,0
31151,31149,9.37,residential,40,0
31149,31152,11.93,residential,40,0
31152,31208,19.98,residential,40,0
31208,31147,8.12,residential,40,0
31186,522,51.0,residential,30,0
31153,519,82.92,residential,30,1
31155,523,89.41,residential,30,1
443,31156,85.89,residential,30,1
524,29756,30.67,secondary,100,0
29756,29755,24.76,secondary,100,0
29755,29762,90.71,secondary,100,0
29762,29763,11.77,secondary,100,0
29763,29754,30.15,secondary,100,0
29754,29753,33.82,secondary,100,0
29753,29793,20.79,secondary,100,0
29793,29794,22.58,secondary,100,0
29794,29795,23.13,secondary,100,0
29795,29796,27.61,secondary,100,0
29796,29797,34.66,secondary,100,0
29797,29825,18.22,secondary,100,0
29825,29751,18.45,secondary,100,0
29751,29750,23.83,secondary,100,0
29750,29748,4.81,secondary,100,0
29748,29749,4.42,secondary,100,0
29749,29733,9.8,secondary,100,0
9292,10479,12.34,primary,100,0
10479,10478,7.31,primary,100,0
10478,4348,7.84,primary,100,0
4348,4340,39.81,primary,100,0
7103,7104,3.07,primary,100,0
7104,533,3.07,primary,100,0
533,10488,2.18,primary,100,0
10488,9293,2.17,primary,100,0
9293,9292,0.74,primary,100,0
9292,531,3.23,primary,100,0
531,4495,3.23,primary,100,0
4495,526,3.24,primary,100,0
526,4496,3.23,primary,100,0
4496,7100,3.24,primary,100,0
7100,4494,3.23,primary,100,0
4494,525,3.03,primary,100,0
525,7101,3.03,primary,100,0
7101,532,3.03,primary,100,0
532,529,2.69,primary,100,0
529,7102,2.69,primary,100,0
7102,527,2.7,primary,100,0
527,9294,0.5,primary,100,0
9294,4493,2.93,primary,100,0
4493,530,2.92,primary,100,0
530,4492,2.93,primary,100,0
4492,10477,2.93,primary,100,0
10477,4491,2.93,primary,100,0
4491,7103,3.07,primary,100,0
29726,29725,43.46,secondary,100,0
29725,29724,31.28,secondary,100,0
29724,29752,28.96,secondary,100,0
29752,29723,22.65,secondary,100,0
29723,29747,25.66,secondary,100,0
29747,29758,17.23,secondary,100,0
29758,29827,11.63,secondary,100,0
29827,29826,11.13,secondary,100,0
29826,29824,22.03,secondary,100,0
29824,29757,16.81,secondary,100,0
29757,29828,12.41,secondary,100,0
29828,527,9.29,secondary,100,0
532,29830,15.97,secondary,100,0
29830,29760,18.3,secondary,100,0
